CFS #,Description,Size,Length,Chop,Join,group
3484124,Weathered Anthracite Square w/Silver Lip,1 3/4,8.23,15.64,20.34,Wood
3484125,Weathered White Square w/Gold Lip,7/8,5.55,10.55,13.73,Wood
3484126,Weathered White Square w/Silver Lip,7/8,5.55,10.55,13.73,Wood
3484127,Weathered Driftwood Square w/Silver Lip,7/8,5.55,10.55,13.73,Wood
3484128,Weathered Anthracite Square w/Silver Lip,7/8,5.55,10.55,13.73,Wood
3484129,Alberta Barnwood White w/Grey Panel,1 1/2,6.54,12.43,16.15,Wood
3484130,Alberta Barnwood White w/Grey Panel,2,7.65,13.16,17.12,Wood
3484132,Gold/Bronze Textured Scoop,1 5/16,11.81,20.32,26.42,Wood
3484133,Grey/Silver Textured Scoop,1 5/16,11.81,20.32,26.42,Wood
3484134,Pewter/Silver Textured Scoop,1 5/16,11.81,20.32,26.42,Wood
3484135,Gold/Bronze Textured Scoop,2 1/2,17.02,25.53,33.19,Wood
3484136,Grey/Silver Textured Scoop,2 1/2,17.02,25.53,33.19,Wood
3484137,Pewter/Silver Textured Scoop,2 1/2,17.02,25.53,33.19,Wood
3484138,Relics Weathered White Barnwood Panel,3 3/4,10.69,18.39,23.92,Wood
3484139,Relics Weathered White Barnwood Panel,2 5/8,6.92,13.15,17.11,Wood
3484140,Relics Weathered White Barnwood Panel w/Ridge,1 5/8,4.46,9.37,12.18,Wood
3484141,Relics Weathered White Tall Square,7/8,5.02,10.55,13.72,Wood
3484142,Relics Weathered White Barnwood Floater,1 3/4,7.13,13.55,17.62,Wood
3484143,Relics Weathered Brown Barnwood Panel w/Ridge,2 5/8,6.92,13.15,17.11,Wood
3484144,Relics Weathered Grey Barnwood Panel w/Ridge,2 5/8,6.92,13.15,17.11,Wood
3484145,Relics Weathered White Barnwood Panel w/Ridge,2 5/8,6.92,13.15,17.11,Wood
3484146,Bijoux Silver w/White Highlights,5/8,5.88,11.18,14.54,Wood
3484147,Bijoux Silver w/Black Highlights,5/8,5.88,11.18,14.54,Wood
3484148,Bijoux Silver w/Red Highlights,5/8,5.88,11.18,14.54,Wood
3484149,Bijoux Silver w/Yellow Highlights,5/8,5.88,11.18,14.54,Wood
3484150,Bijoux Silver w/Green Highlights,5/8,5.88,11.18,14.54,Wood
3484151,Bijoux Silver w/Blue Highlights,5/8,5.88,11.18,14.54,Wood
3484152,Kaju Whitewash Cap,3/4,3.86,8.11,10.56,Wood
3484153,Kaju Natural Cap,3/4,3.86,8.11,10.56,Wood
3484154,Kaju Latte Cap,3/4,3.86,8.11,10.56,Wood
3484155,Kaju Olivewood Cap,3/4,3.86,8.11,10.56,Wood
3484156,Kaju Walnut Cap,3/4,3.86,8.11,10.56,Wood
3484157,Kaju Wenge Cap,3/4,3.86,8.11,10.56,Wood
3484158,Kaju Driftwood Grey Cap,3/4,3.86,8.11,10.56,Wood
3484159,Kaju White w/Natural Back,7/8,4.22,8.87,11.53,Wood
3484160,Kaju White w/Wenge Back,7/8,3.86,8.11,10.56,Wood
3484161,Kaju Black w/Natural Back,7/8,4.22,8.87,11.53,Wood
3484162,Kaju Black w/Wenge Back,7/8,4.22,8.87,11.53,Wood
3484163,Cote d'Azur Aged White Distressed Square,1 1/8,11.48,19.75,25.69,Wood
3484164,Cote d'Azur Aged Grey Distressed Square,1 1/8,11.48,19.75,25.69,Wood
3484165,Cote d'Azur Aged Taupe Distressed Square,1 1/8,11.48,19.75,25.69,Wood
3484166,Cote d'Azur Aged Green Distressed Square,1 1/8,11.48,19.75,25.69,Wood
3484167,Cote d'Azur Aged Blue Distressed Square,1 1/8,11.48,19.75,25.69,Wood
3484168,Cote d'Azur Aged Red Distressed Square,1 1/8,11.48,19.75,25.69,Wood
3484187,Milbrook Black Rustic Distressed Flat,1 1/16,5.21,10.94,14.23,Wood
3484188,Milbrook Taupe Rustic Distressed Flat,1 1/16,5.21,10.94,14.23,Wood
3484189,Milbrook White Rustic Distressed Flat,1 1/16,5.21,10.94,14.23,Wood
3484190,Milbrook Orange Rustic Distressed Flat,1 1/16,5.21,10.94,14.23,Wood
3484191,Milbrook Red Rustic Distressed Flat,1 1/16,5.21,10.94,14.23,Wood
3484192,Milbrook Blue Rustic Distressed Flat,1 1/16,5.21,10.94,14.23,Wood
3484193,Milbrook Green Rustic Distressed Flat,1 1/16,5.21,10.94,14.23,Wood
3484194,Milbrook Moss Rustic Distressed Flat,1 1/16,5.21,10.94,14.23,Wood
3484245,Parker Plum Bullnose w/Gold Lip,1 5/8,9.74,16.76,21.79,Wood
3484246,Parker Black Rub Bullnose w/Silver lip,1 5/8,9.74,16.76,21.79,Wood
3484247,Parker Gold Bullnose w/Scoop Lip,1 5/8,9.74,16.76,21.79,Wood
3484248,Parker Silver Bullnose w/Scoop Lip,1 5/8,9.74,16.76,21.79,Wood
3484249,York Black Scoop w/Silver Lip,3/4,6.90,11.87,15.44,Wood
3484250,York Red Scoop w/Silver Lip,3/4,6.90,11.87,15.44,Wood
3484251,York Gold Scoop,3/4,6.90,11.87,15.44,Wood
3484252,York Grey Scoop w/Silver Lip,3/4,6.90,11.87,15.44,Wood
3484253,York Silver Scoop,3/4,6.90,11.87,15.44,Wood
3484254,York Marine Blue Scoop w/Silver Lip,3/4,6.90,11.87,15.44,Wood
3484255,York Plum Scoop w/Silver Lip,3/4,6.90,11.87,15.44,Wood
3484256,Carlyle Copper Scoop w/Dotted Lip,1 1/8,8.56,14.73,19.16,Wood
3484257,Carlyle Gold Scoop w/Dotted Lip,1 1/8,8.56,14.73,19.16,Wood
3484258,Carlyle Pewter Scoop w/Dotted Lip,1 1/8,8.56,14.73,19.16,Wood
3484259,Carlyle Silver Scoop w/Dotted Lip,1 1/8,8.56,14.73,19.16,Wood
3484260,Carlyle Plum Scoop w/Dotted Lip,1 1/8,8.56,14.73,19.16,Wood
3484261,Loft Antique Gold w/Bevel Lip,2 1/2,17.83,30.67,39.88,Wood
3484262,Loft Dark Pewter w/Bevel Lip,2 1/2,17.83,30.67,39.88,Wood
3484263,Loft Antique Gold w/Bevel Lip,1 7/16,12.21,21.01,27.32,Wood
3484264,Loft Dark Pewter w/Bevel Lip,1 7/16,12.21,21.01,27.32,Wood
3484265,Epoque Silver Scoop w/Walnut,1 3/8,12.42,21.37,27.79,Wood
3484266,Epoque Gunmetal Scoop w/Black,1 3/8,12.42,21.37,27.79,Wood
3484267,Epoque Champagne Scoop w/Walnut,1 3/8,12.42,21.37,27.79,Wood
3484268,Epoque Gold Scoop w/Walnut,1 3/8,12.42,21.37,27.79,Wood
3484269,Volta Charcoal Cube w/Silver Bevel Lip,1 3/8,11.36,19.55,25.41,Wood
3484270,Volta Dark Sand Cube w/Gold Bevel Lip,1 3/8,11.36,19.55,25.41,Wood
3484271,Volta Moss Green Cube w/Silver Bevel Lip,1 3/8,11.36,19.55,25.41,Wood
3484272,Volta Blue Cube w/Silver Bevel Lip,1 3/8,11.36,19.55,25.41,Wood
3484273,Volta Pewter Cube w/Silver Bevel Lip,1 3/8,11.36,19.55,25.41,Wood
3484274,Volta Grey Fog Cube w/Silver Bevel Lip,1 3/8,11.36,19.55,25.41,Wood
3484275,Gio White Reverse w/Metallic Top,1 3/8,10.77,18.53,24.09,Wood
3484276,Gio Beige Reverse w/Metallic Top,1 3/8,10.77,18.53,24.09,Wood
3484277,Gio Brown Reverse w/Metallic Top,1 3/8,10.77,18.53,24.09,Wood
3484278,Gio Slate Reverse w/Metallic Top,1 3/8,10.77,18.53,24.09,Wood
3484279,Gio Black Reverse w/Metallic Top,1 3/8,10.77,18.53,24.09,Wood
3484280,Ava Whitewash Reverse w/Gold Accent,1 3/8,7.32,12.59,16.37,Wood
3484281,Ava Whitewash Reverse w/Silver Accent,1 3/8,7.32,12.59,16.37,Wood
3484282,Ava Whitewash Reverse w/Blue Accent,1 3/8,7.32,12.59,16.37,Wood
3484283,Gehry Silver Square w/Scratch,3/4,7.46,12.84,16.70,Wood
3484284,Gehry Champagne Square w/Scratch,3/4,7.46,12.84,16.70,Wood
3484285,Gehry Pewter Square w/Scratch,3/4,7.46,12.84,16.70,Wood
3484286,Gehry Copper Square w/Scratch,3/4,7.46,12.84,16.70,Wood
3484287,Gehry Gold Square w/Scratch,3/4,7.46,12.84,16.70,Wood
3484306,Volta Charcoal Cube w/Silver Bevel Lip,2,20.99,31.49,40.93,Wood
3484307,Volta Dark Sand Cube w/Gold Bevel Lip,2,20.99,31.49,40.93,Wood
3484308,Volta Blue Cube w/Silver Bevel Lip,2,20.99,31.49,40.93,Wood
3484309,Volta Pewter Cube w/Silver Bevel Lip,2,20.99,31.49,40.93,Wood
3484310,Volta Grey Fog Cube w/Silver Bevel Lip,2,20.99,31.49,40.93,Wood
3484311,Arielle Ant. Gold Panel w/Raised Lip,1 3/4,10.81,18.60,24.19,Wood
3484312,Arielle Ant. Silver Panel w/Raised Lip,1 3/4,10.81,18.60,24.19,Wood
3484313,Arielle Obsidian Panel w/Raised Lip,1 3/4,10.81,18.60,24.19,Wood
3484314,Arielle Ant. Brass Panel w/Raised Lip,1 3/4,10.81,18.60,24.19,Wood
3484331,Palais Gold w/Black Back,2 1/2,19.26,28.90,37.56,Wood
3484332,Palais Silver w/Black Back,2 1/2,19.26,28.90,37.56,Wood
3484333,Palais Gold w/Black Back,1 1/2,9.72,16.72,21.74,Wood
3484334,Palais Silver w/Black Back,1 1/2,9.72,16.72,21.74,Wood
3484335,Palais Gold w/Black Back,1 1/8,5.88,11.76,15.28,Wood
3484336,Palais Silver w/Black Back,1 1/8,5.88,11.76,15.28,Wood
3484356,Cinta Gold Wave,3/4,3.60,6.84,8.90,Wood
3484357,Cinta Silver Wave,3/4,3.60,6.84,8.90,Wood
3484358,Cinta Black Wave,3/4,3.60,6.84,8.90,Wood
3484359,Cinta Gold Wave Shadowbox,3/4,7.06,12.71,16.54,Wood
3484360,Cinta Silver Wave Shadowbox,3/4,7.06,12.71,16.54,Wood
3484361,Cinta Black Wave Shadowbox,3/4,7.06,12.71,16.54,Wood
3484379,G24 Rubbed Gold Flat Top,3/4,3.44,6.54,8.51,Wood
3484380,G24 Rubbed Gold Square,3/4,2.82,5.37,6.98,Wood
3484381,G24 Rubbed Gold Flat Top,1 1/4,3.03,5.77,7.50,Wood
3484382,G24 Rubbed Gold Cap,1 1/4,5.21,9.91,12.88,Wood
3484389,Luxe Brushed Bronze Tall Cap,1,4.87,8.77,11.41,Wood
3484390,Luxe Brushed Bronze Cube,1 5/8,4.82,8.68,11.29,Wood
3484391,Luxe Brushed Bronze Flat,1 1/4,2.82,5.08,6.62,Wood
3484392,Luxe Brushed Bronze Square,1,2.51,4.52,5.88,Wood
3484393,Luxe Brushed Bronze Small Cap,3/4,2.39,4.31,5.61,Wood
3484394,Luxe Brushed Bronze Flat,3,6.49,11.68,15.19,Wood
3484395,Luxe Brushed Bronze Tall Slant,3/4,4.25,7.65,9.95,Wood
3484405,Grainbow Natural,3/4,4.09,7.36,9.56,Wood
3484406,Grainbow Whitewash,3/4,4.09,7.36,9.56,Wood
3484407,Grainbow Walnut,3/4,4.09,7.36,9.56,Wood
3484408,Grainbow Dark Walnut,3/4,4.09,7.36,9.56,Wood
3484409,Grainbow Driftwood,3/4,4.09,7.36,9.56,Wood
3484410,Grainbow Charcoal,3/4,4.09,7.36,9.56,Wood
3484411,Grainbow Red,3/4,4.09,7.36,9.56,Wood
3484412,Grainbow Orange,3/4,4.09,7.36,9.56,Wood
3484413,Grainbow Yellow,3/4,4.09,7.36,9.56,Wood
3484414,Grainbow Green,3/4,4.09,7.36,9.56,Wood
3484415,Grainbow Blue,3/4,4.09,7.36,9.56,Wood
3484444,Volta Charcoal Cap w/Bevel Lip,5/8,5.56,10.01,13.02,Wood
3484445,Volta Dark Sand Cap w/Bevel Lip,5/8,5.56,10.01,13.02,Wood
3484446,Volta Moss Green Cap w/Bevel Lip,5/8,5.56,10.01,13.02,Wood
3484447,Volta Aegean Blue Cap w/Bevel Lip,5/8,5.56,10.01,13.02,Wood
3484448,Volta Pewter Cap w/Bevel Lip,5/8,5.56,10.01,13.02,Wood
3484449,Volta Grey Cap w/Bevel Lip,5/8,5.56,10.01,13.02,Wood
40140,Natural Linen Liner - Scoop,1,4.36,8.28,10.77,Liner
44004,Raw Liner,1,2.66,5.05,6.57,Liner
44006,Raw Liner,1 1/2,4.06,7.71,10.03,Liner
44008,Raw Liner,2,4.44,8.44,10.97,Liner
44012,Raw Liner,3,5.42,10.30,13.39,Liner
44130,Natural Linen Liner - Flat,3/4,3.42,6.50,8.45,Liner
44140,Natural Linen Liner - Flat,1,3.96,7.52,9.78,Liner
44150,Natural Linen Liner - Flat,1 1/4,4.44,8.44,10.97,Liner
44180,Natural Linen Liner - Flat,1 1/2,5.06,9.61,12.50,Liner
44185,Natural Linen Liner - Flat,2,5.96,11.32,14.72,Liner
44190,Natural Linen Liner - Flat,3,8.28,15.73,20.45,Liner
44230,White Linen Liner - Flat,3/4,3.42,6.50,8.45,Liner
44240,White Linen Liner - Flat,1,3.96,7.52,9.78,Liner
44250,White Linen Liner - Flat,1 1/4,4.44,8.44,10.97,Liner
44280,White Linen Liner - Flat,1 1/2,5.06,9.61,12.50,Liner
44285,White Linen Liner - Flat,2,5.96,11.32,14.72,Liner
44290,White Linen Liner - Flat,3,8.28,15.73,20.45,Liner
44330,Brussels Natural Linen Liner - Flat,3/4,3.42,6.50,8.45,Liner
44350,Brussels Natural Linen Liner - Flat,1 1/4,4.44,8.44,10.97,Liner
44385,Brussels Natural Linen Liner - Flat,2,5.96,11.32,14.72,Liner
44550,Natural Linen Liner w/ Gold Lip - Flat,1 1/4,5.96,11.32,14.72,Liner
44580,Natural Linen Liner w/ Gold Lip - Flat,1 1/2,6.50,12.35,16.06,Liner
44930,Vanilla Silk Liner - Flat,3/4,3.42,6.50,8.45,Liner
44950,Vanilla Silk Liner - Flat,1 1/4,4.44,8.44,10.97,Liner
44985,Vanilla Silk Liner - Flat,2,5.96,11.32,14.72,Liner
451110,Poly Satin Black,7/8,1.34,2.55,3.31,Plastic
451605,Poly Espresso Floater,7/16,3.00,5.71,7.42,Plastic
451607,Poly Gold Floater,7/16,3.00,5.71,7.42,Plastic
451608,Poly Silver Floater,7/16,3.00,5.71,7.42,Plastic
451610,Poly Black Floater,7/16,3.00,5.71,7.42,Plastic
451611,Poly White Floater,7/16,3.00,5.71,7.42,Plastic
451660,Black Ribbed Elegant Float,3/8,3.14,5.97,7.76,Wood
451667,Gold Ribbed Elegant Float,3/8,3.14,5.97,7.76,Wood
451668,Silver Ribbed Elegant Float,3/8,3.14,5.97,7.76,Wood
451670,Black Bead Elegant Float,3/8,3.14,5.97,7.76,Wood
451677,Gold Bead Elegant Float,3/8,3.14,5.97,7.76,Wood
451678,Silver Bead Elegant Float,3/8,3.14,5.97,7.76,Wood
451680,Black Scroll Elegant Float,3/8,3.14,5.97,7.76,Wood
451687,Gold Scroll Elegant Float,3/8,3.14,5.97,7.76,Wood
451688,Silver Scroll Elegant Float,3/8,3.14,5.97,7.76,Wood
451805,Poly Espresso Floater,1/2,1.78,3.38,4.39,Plastic
451807,Poly Gold Floater,1/2,1.78,3.38,4.39,Plastic
451808,Poly Silver Floater,1/2,1.78,3.38,4.39,Plastic
451810,Poly Black Floater,1/2,1.78,3.38,4.39,Plastic
451811,Poly White Floater,1/2,1.78,3.38,4.39,Plastic
452100,Poly Satin Black,1 1/4,1.69,3.20,4.17,Plastic
452111,Poly Satin White,1 1/4,1.69,3.20,4.17,Plastic
452202,Rattan Natural Floater,5/8,2.68,5.09,6.62,Wood
452203,Rattan Dark Natural Floater,5/8,2.68,5.09,6.62,Wood
452204,Rattan Grey Floater,5/8,2.68,5.09,6.62,Wood
452205,Rattan Walnut Floater,5/8,2.68,5.09,6.62,Wood
452302,Rattan Natural Slope,2 1/2,3.40,6.45,8.39,Wood
452303,Rattan Dark Natural Slope,2 1/2,3.40,6.45,8.49,Wood
452304,Rattan Grey Slope,2 1/2,3.40,6.45,8.39,Wood
452305,Rattan Walnut Slope,2 1/2,3.40,6.45,8.39,Wood
452402,Rattan Natural Slope,1  1/4,1.94,3.69,4.79,Wood
452403,Rattan Dark Natural Slope,1  1/4,1.94,3.69,4.79,Wood
452404,Rattan Grey Slope,1  1/4,1.94,3.69,4.79,Wood
452405,Rattan Walnut Slope,1  1/4,1.94,3.69,4.79,Wood
45530,Poly Black Scratch,1 3/16,1.69,3.20,4.17,Plastic
45531,Poly Gold Scratch,1 3/16,1.69,3.20,4.17,Plastic
45532,Poly Silver Scratch,1 3/16,1.69,3.20,4.17,Plastic
45536,Poly Black Scratch,1 1/2,2.86,5.44,7.08,Plastic
45538,Poly Silver Scratch,1 1/2,2.86,5.44,7.08,Plastic
45542,Poly Black Scratch,2,2.59,4.92,6.39,Plastic
45543,Poly Gold Scratch,2,2.59,4.92,6.39,Plastic
45544,Poly Silver Scratch,2,2.59,4.92,6.39,Plastic
45634,Poly Natural English Pine,3,5.41,10.27,13.35,Plastic
45636,Poly Grey English Pine,3,5.41,10.27,13.35,Plastic
45637,Poly Black English Pine,3,5.41,10.27,13.35,Plastic
45653,Poly Mahogany Flat Montalcino,2,4.27,8.12,10.56,Plastic
457007,Classic Ornate Gold Poly,1 1/8,1.85,3.51,4.56,Plastic
457008,Classic Ornate Silver Poly,1 1/8,1.85,3.51,4.56,Plastic
457107,Classic Ornate Gold Poly,1 7/8,2.91,5.53,7.19,Plastic
457108,Classic Ornate Silver Poly,1 7/8,2.91,5.53,7.19,Plastic
457207,Classic Ornate Gold Poly,2 3/16,3.14,5.97,7.76,Plastic
457208,Classic Ornate Silver Poly,2 3/16,3.14,5.97,7.76,Plastic
457307,Classic Ornate Gold Poly,3 3/4,5.27,10.01,13.01,Plastic
457308,Classic Ornate Silver Poly,3 3/4,5.27,10.01,13.01,Plastic
45930,Poly Chrome,1 1/4,1.76,3.34,4.34,Plastic
45931,Poly Chrome,2,2.86,5.44,7.08,Plastic
45933,Poly Chrome,2 7/8,4.80,9.13,11.87,Plastic
460003,Prime Square Open Grain Walnut,3/4,2.52,4.03,5.24,Wood
460010,Prime Square Matte Black,3/4,2.87,4.59,5.97,Wood
460011,Prime Square Matte White,3/4,2.87,4.59,5.97,Wood
460012,Prime Square Open Grain Maple,3/4,2.52,4.03,5.24,Wood
460018,Prime Square Matte Silver,3/4,3.62,5.78,7.52,Wood
460110,Prime Square Open Grain Black,3/4,2.52,4.03,5.24,Wood
460111,Prime Square Open Grain White,3/4,2.52,4.03,5.24,Wood
4601112,Natural NatureWoods,3/4,2.72,4.36,5.66,Wood
4601116,Walnut NatureWoods,3/4,2.72,4.36,5.66,Wood
4601212,Natural NatureWoods,3/4,3.48,5.56,7.23,Wood
4603507,Gold Floater,5/8,6.74,10.78,14.03,Wood
4603508,Silver Floater,5/8,6.74,10.78,14.03,Wood
4603510,Black Floater,5/8,6.74,10.78,14.03,Wood
4603520,High Gloss Black Floater,5/8,7.38,11.80,15.35,Wood
4603521,High Gloss White Floater,5/8,7.38,11.80,15.35,Wood
46042000,Nexus Matte Black,2,1.90,3.04,3.96,Wood
46042001,Nexus Matte White,2,1.90,3.04,3.96,Wood
46042003,Nexus Gold,2,1.90,3.04,3.96,Wood
46042004,Nexus Silver,2,1.90,3.04,3.96,Wood
46042005,Nexus Pewter,2,1.90,3.04,3.96,Wood
4607228,Silver Leaf ,1 1/2,5.85,9.36,12.16,Wood
4607258,Silver Leaf ,4 3/8,13.98,22.37,29.08,Wood
4610022,Black Linen Liner - Flat,1 1/4,2.78,4.44,5.77,Liner
46101,Rainbow - White,7/8,2.52,4.03,5.24,Wood
46102,Rainbow - Red,7/8,2.52,4.03,5.24,Wood
46103,Rainbow  - Green,7/8,2.52,4.03,5.24,Wood
46104,Rainbow  - Royal Blue,7/8,2.52,4.03,5.24,Wood
46108,Rainbow - Navy Blue,7/8,2.52,4.03,5.24,Wood
461110,Matte Black,3/4,2.34,3.75,4.87,Wood
461111,Matte White,3/4,2.34,3.75,4.87,Wood
461130,Diamante Matte Black,7/8,3.09,4.94,6.42,Wood
461137,Diamante Gold,7/8,3.25,5.20,6.76,Wood
461138,Diamante Silver,7/8,3.25,5.20,6.76,Wood
461210,Matte Black,3/4,3.03,4.85,6.31,Wood
461211,Matte White,3/4,3.44,5.51,7.15,Wood
461214,Charcoal Cap,3/4,2.87,4.59,5.97,Wood
461230,Diamante Matte Black Cap,3/4,3.36,5.38,6.99,Wood
461237,Diamante Gold Cap,3/4,3.57,5.71,7.42,Wood
461238,Diamante Silver Cap,3/4,3.57,5.71,7.42,Wood
461267,Gold Stem Fade,13/16,3.71,5.93,7.71,Wood
461268,Silver Stem Fade,13/16,3.71,5.93,7.71,Wood
46132001,"Maplex 1"" Cap",3/4,3.36,5.38,6.98,Wood
46132002,"Maplex 2"" Shadow Box",3/4,4.95,7.92,10.30,Wood
46132005,"Maplex 1 1/4"" x 1 1/2""",1 1/4,5.29,8.47,11.01,Wood
461367,Gold Stem Fade,1 3/16,5.64,9.03,11.74,Wood
461368,Silver Stem Fade,1 3/16,5.64,9.03,11.74,Wood
46144520,Keystone Matte Black,1 3/8,5.70,9.12,11.85,Wood
46144522,Keystone Gold,1 3/8,5.70,9.12,11.85,Wood
46144523,Keystone Silver,1 3/8,5.70,9.12,11.85,Wood
46144526,Keystone White w/Silver,1 3/8,5.70,9.12,11.85,Wood
46144528,Keystone White w/Gold,1 3/8,5.70,9.12,11.85,Wood
461510,"Tall 2"" Black Cap",3/4,4.45,7.13,9.27,Wood
461540,"1 1/4"" X 4"" Tall Matte Black",1 1/4,12.85,20.56,26.72,Wood
46162008,Floater Smokey Silver,1 3/8,9.87,15.79,20.53,Wood
46162020,Floater Mat Black,1 3/8,9.15,14.63,19.02,Wood
46162021,Floater Mat White,1 3/8,9.15,14.63,19.02,Wood
46162607,Edge II Brass Gold Stem,7/8,5.50,8.80,11.43,Wood
46162608,Edge II Bright Silver Stem,7/8,5.50,8.80,11.43,Wood
46162644,Edge II Matte Gold Cap,3/4,2.92,4.67,6.08,Wood
46162654,Edge II Gold Stem,7/8,5.50,8.80,11.43,Wood
46162664,Edge II Gold Square,1 1/4,3.07,4.91,6.39,Wood
46162666,Edge II Matte Silver Square,1 1/4,3.07,4.91,6.39,Wood
461705,"2"" Gallery Float Espresso",3/8,6.57,10.51,13.65,Wood
461706,"2"" Gallery Float Bordeaux",3/8,6.57,10.51,13.65,Wood
461707,"2"" Gallery Float Gold Leaf",3/8,8.80,14.08,18.30,Wood
461708,"2"" Gallery Float Silver Leaf",3/8,8.80,14.08,18.30,Wood
461712,"2"" Gallery Float Natural",3/8,6.97,11.15,14.51,Wood
461728,"2"" Silver Floater",3/8,8.80,14.08,18.31,Wood
461730,Gallery Floater Wood Grain Black,2,5.09,8.15,10.59,Wood
461732,Gallery Floater Natural,2,5.09,8.15,10.59,Wood
461733,Gallery Floater Maple,2,5.09,8.15,10.59,Wood
461734,Gallery Floater Walnut,2,5.09,8.15,10.59,Wood
461735,Gallery Floater Espresso,2,5.09,8.15,10.59,Wood
461736,Gallery Floater Bordeaux,2,5.09,8.15,10.59,Wood
461739,Gallery Floater Light Walnut,2,5.09,8.15,10.59,Wood
461805,1 Step  Float Espresso,3/8,5.06,8.10,10.53,Wood
461807,1 Step  Float Gold Leaf,3/8,5.50,8.80,11.43,Wood
461808,1 Step  Float Silver Leaf,3/8,5.50,8.80,11.43,Wood
461810,1 Step  Float Black,3/8,4.86,7.78,10.11,Wood
461811,1 Step  Float White,3/8,4.86,7.78,10.11,Wood
461814,Charcoal Floater,1 9/16,4.57,7.32,9.52,Wood
462014,Small Charcoal Slant,3/4,2.52,4.03,5.24,Wood
462110,Matte Black,1 1/4,3.03,4.85,6.31,Wood
462210,Matte Black Floater,1/4,5.06,8.10,10.53,Wood
462214,Charcoal Slant,1 7/16,4.52,7.23,9.40,Wood
462218,Silver Floater,1/4,5.29,8.47,11.01,Wood
4622210,Rainbow - Black,1 3/4,3.82,6.11,7.94,Wood
462420,Brown Barnwood Floater,1,7.96,12.74,16.55,Wood
462422,Grey Barnwood Floater,1,7.96,12.74,16.55,Wood
462424,Rustic White Barnwood Floater,1,7.96,12.74,16.55,Wood
462520,Brown Barnwood Cap,1,4.55,7.27,9.46,Wood
462522,Grey Barnwood Cap,1,4.55,7.27,9.46,Wood
462524,Rustic White Barnwood Cap,1,4.55,7.27,9.46,Wood
462620,Black Stem,13/16,4.60,7.36,9.57,Wood
462621,White Stem,13/16,4.60,7.36,9.57,Wood
462622,Gold Stem,13/16,4.60,7.36,9.57,Wood
462623,Silver Stem,13/16,4.60,7.36,9.57,Wood
462624,Cool Silver Stem,13/16,4.60,7.36,9.57,Wood
462626,White with Silver Scratch Stem,13/16,4.60,7.36,9.57,Wood
462627,Espresso with Silver Scratch Stem,13/16,4.60,7.36,9.57,Wood
462628,White with Gold Scratch Stem,13/16,4.60,7.36,9.57,Wood
462629,Champagne Stem,13/16,4.60,7.36,9.57,Wood
462630,Champagne with Gold Stem,13/16,4.60,7.36,9.57,Wood
462631,Silver with Gold Stem,13/16,4.60,7.36,9.57,Wood
462707,Small Gold Collins,7/8,4.17,6.67,8.67,Wood
462708,Small Silver Collins,7/8,4.17,6.67,8.67,Wood
462711,Small White Collins,7/8,4.17,6.67,8.67,Wood
462713,Small Brown Collins,7/8,4.17,6.67,8.67,Wood
462714,Small Charcoal Collins,7/8,4.17,6.67,8.67,Wood
462814,Charcoal Cube,1 5/8,5.09,8.14,10.59,Wood
462914,Tall Charcoal Cap,1 3/16,6.31,10.09,13.12,Wood
463024,Walnut Bamboo,1,4.32,6.91,8.98,Wood
46330,Black Linen Liner - Flat,3/4,3.42,6.50,8.45,Liner
463455,Robles Walnut Tall Cap,1,8.01,12.82,16.67,Wood
463456,Robles Light Walnut Tiger Tall Cap,1,8.01,12.82,16.67,Wood
463463,Robles Pickled White Tall Cap,1,8.01,12.82,16.67,Wood
463464,Robles Light French Oak Tall Cap,1,8.01,12.82,16.67,Wood
46350,Black Linen Liner - Flat,1 1/4,4.44,8.44,10.97,Liner
464217,Gold Leaf,1/2,1.94,3.09,4.03,Wood
464218,Silver Leaf,1/2,1.94,3.09,4.03,Wood
464227,Gold Leaf,1,2.08,3.33,4.34,Wood
464228,Silver Leaf,1,2.08,3.33,4.34,Wood
464237,"Gold Leaf 2"" Shadow Box",3/4,5.47,8.75,11.37,Wood
464238,"Silver Leaf 2"" Shadow Box",3/4,5.47,8.75,11.37,Wood
464247,Gold Leaf Scoop,1,3.36,5.38,6.98,Wood
464248,Silver Leaf Scoop,1,3.36,5.38,6.98,Wood
464257,Gold Leaf,1 1/4,3.91,6.25,8.14,Wood
464258,Silver Leaf,1 1/4,3.91,6.25,8.14,Wood
464267,Gold Leaf Crecent,1 1/2,5.47,8.75,11.37,Wood
464277,Gold Leaf Chunk,1 1/2,5.96,9.53,12.39,Wood
464287,Gold Leaf Flat,3,7.53,12.04,15.65,Wood
464288,Silver Leaf Flat,3,7.53,12.04,15.65,Wood
464420,Lrg. Matte Black,3,8.39,13.43,17.45,Wood
464710,Matte Black,1/2,1.83,2.92,3.80,Wood
465010,Satin Black Fillet,3/8,2.03,3.25,,Fillet
46501022,Black Linen Liner - Flat,2,3.85,6.15,7.99,Liner
4670022,Black Linen Liner w/ Gold Lip - Flat,1 1/4,3.07,4.91,6.39,Liner
467514,Block High Gloss Black,2,7.32,11.72,15.23,Wood
467515,Block High Gloss White,2,7.32,11.72,15.23,Wood
467516,Block High Gloss Ferrari Red,2,7.32,11.72,15.23,Wood
467519,Small Slant High Gloss Black,7/8,3.62,5.78,7.52,Wood
467521,Small Slant High Gloss Ferrari Red,7/8,3.62,5.78,7.52,Wood
