Code,Description,Width,rabbet,category,Cost,chop,group
1193BK,20x38mm Black Oak Foil Flat Moulding,20,32,Black,4.49,8.98,Wood
1193WH,20x38mm White Oak Foil Flat Moulding,20,32,White,4.49,8.98,Wood
1194BK,9x35mm Black Oak Foil L-shape Moulding,9,9,Black,5.21,10.42,Wood
1194WH,9x35mm White Oak Foil L-shape Moulding,9,9,White,5.21,10.42,Wood
1195BK,9x60mm Black Oak Foil L-shape Moulding,9,9,Black,12.25,24.5,Wood
1195WH,9x60mm White Oak Foil L-shape Moulding,9,9,White,12.25,24.5,Wood
1204BK,25x20mm Decorative Black Versailles Reverse Moulding,25,8,Black,5.78,11.55,Wood
1204GD,25x20mm Decorative Gold Versailles Reverse Moulding,25,8,Gold,5.78,11.55,Wood
1204SI,25x20mm Decorative Silver Versailles Reverse Moulding,25,8,Silver,5.78,11.55,Wood
1204WH,25x20mm Decorative White Versailles Reverse Moulding,25,8,White,5.78,11.55,Wood
1227BK,16x38mm Black with Oak Anders Wedge Moulding,16,14,Black,9.04,18.08,Wood
1227BU,16x38mm Blue with Oak Anders Wedge Moulding,16,14,Blue,9.04,18.08,Wood
1227GN,16x38mm Green with Oak Anders Wedge Moulding,16,14,Green,9.04,18.08,Wood
1227GY,16x38mm Grey with Oak Anders Wedge Moulding,16,14,Grey,9.04,18.08,Wood
1227PU,16x38mm Purple with Oak Anders Wedge Moulding,16,14,Purple,9.04,18.08,Wood
1227RD,16x38mm Red with Oak Anders Wedge Moulding,16,14,Red,9.04,18.08,Wood
1227WH,16x38mm White with Oak Anders Wedge Moulding,16,14,White,9.04,18.08,Wood
1227YW,16x38mm Yellow with Oak Anders Wedge Moulding,16,14,Yellow,9.04,18.08,Wood
1228BK,20x38mm Black with Oak Anders Box Moulding,20,30,Black,8.38,16.76,Wood
1228BU,20x38mm Blue with Oak Anders Box Moulding,20,30,Blue,8.38,16.76,Wood
1228GN,20x38mm Green with Oak Anders Box Moulding,20,30,Green,8.38,16.76,Wood
1228GY,20x38mm Grey with Oak Anders Box Moulding,20,30,Grey,8.38,16.76,Wood
1228PU,20x38mm Purple with Oak Anders Box Moulding,20,30,Purple,8.38,16.76,Wood
1228RD,20x38mm Red with Oak Anders Box Moulding,20,30,Red,8.38,16.76,Wood
1228WH,20x38mm White with Oak Anders Box Moulding,20,30,White,8.38,16.76,Wood
1228YW,20x38mm Yellow with Oak Anders Box Moulding,20,30,Yellow,8.38,16.76,Wood
1258BK,35x45mm Black Open Grain Lisbon L-shape Moulding,35,14,Black,7.58,15.16,Wood
1258WE,35x45mm Wenge Open Grain Lisbon L-shape Moulding,35,14,Brown,7.58,15.16,Wood
1258WH,35x45mm White Open Grain Lisbon L-shape Moulding,35,14,White,7.58,15.16,Wood
1259BK,60x50mm Black Open Grain Lisbon L-shape Moulding,60,14,Black,10.89,21.78,Wood
1259WE,60x50mm Wenge Open Grain Lisbon L-shape Moulding,60,14,Black,10.89,21.78,Wood
1259WH,60x50mm White Open Grain Lisbon L-shape Moulding,60,14,White,10.89,21.78,Wood
1268BK,31x30mm Black Siena Step Moulding,31,11,Black,9.47,18.94,Wood
1268GD,31x30mm Gold Siena Step Moulding,31,11,Gold,9.25,18.5,Wood
1268PT,31x30mm Pewter Siena Step Moulding,31,11,Pewter,9.25,18.5,Wood
1268SI,31x30mm Silver Siena Step Moulding,31,11,Silver,9.25,18.5,Wood
1270OA,30x30mm Oak 2-Tone Pollino Bevel Moulding,30,15,Brown,10.71,21.42,Wood
1270WA,30x30mm Walnut 2-Tone Pollino Bevel Moulding,30,15,Brown,10.71,21.42,Wood
1270WE,30x30mm Wenge 2-Tone Pollino Bevel Moulding,30,15,Brown,10.71,21.42,Wood
1271OA,39x38mm Oak 2-Tone Pollino Bevel Moulding,39,23,Brown,14.08,28.16,Wood
1271WA,39x38mm Walnut 2-Tone Pollino Bevel Moulding,39,23,Brown,14.08,28.16,Wood
1271WE,39x38mm Wenge 2-Tone Pollino Bevel Moulding,39,23,Brown,14.08,28.16,Wood
1272WA,24x48mm Walnut 2-Tone Pollino Step Moulding,24,18,Brown,13.32,26.65,Wood
1283BS,36x30mm Silver & Black Elise Scoop Moulding,36,14,Black,9.82,19.64,Wood
1283WS,DISCONTINUED - 36x30mm Silver with White Elise Scoop Moulding,36,14,White,9.82,19.64,Wood
1286BG,38x30mm Black & Gold Elise Scoop Moulding,38,11,Black,9.82,19.64,Wood
1286BS,38x30mm Black & Silver Elise Scoop Moulding,38,11,Black,9.82,19.64,Wood
1286GD,38x30mm Gold Elise Scoop Moulding,38,11,Gold,9.82,19.64,Wood
1286SI,38x30mm Silver Elise Scoop Moulding,38,11,Silver,9.82,19.64,Wood
1297BK,30x21mm Black Charcoal LUXE Seville Scoop Moulding,30,11,Black,6.48,12.96,Wood
1297GD,30x21mm Gold LUXE Seville Scoop Moulding,30,11,Gold,6.48,12.96,Wood
1297SI,30x21mm Silver LUXE Seville Scoop Moulding,30,11,Silver,6.48,12.96,Wood
1297WH,30x21mm Distressed White LUXE Seville Scoop Moulding,30,11,White,6.48,12.96,Wood
1298BK,47x26mm Black Charcoal LUXE Seville Scoop Moulding,47,14,Black,9.4,18.8,Wood
1298GD,47x26mm Gold LUXE Seville Scoop Moulding,47,14,Gold,9.4,18.8,Wood
1298SI,47x26mm Silver LUXE Seville Scoop Moulding,47,14,Silver,9.4,18.8,Wood
1298WH,47x26mm Distressed White LUXE Seville Scoop Moulding,47,14,White,9.4,18.8,Wood
1299BK,78x38mm Black Charcoal LUXE Seville Scoop Moulding,78,15,Black,17.18,34.36,Wood
1299GD,78x38mm Gold LUXE Seville Scoop Moulding,78,15,Gold,17.18,34.36,Wood
1299SI,78x38mm Silver LUXE Seville Scoop Moulding,78,15,Silver,17.18,34.36,Wood
1299WH,78x38mm Distressed White LUXE Seville Scoop Moulding,78,15,White,17.18,34.36,Wood
1300AP,20x13mm Antique Pine Scoop Moulding,20,9,Brown,4.04,8.08,Wood
1300BG,20x13mm Black & Gold Scoop Moulding,20,9,Black,4.15,8.29,Wood
1300BK,20x13mm Black Scoop Moulding,20,9,Black,4.04,8.08,Wood
1300MA,20x13mm Mahogany Scoop Moulding,20,9,Brown,4.04,8.08,Wood
1300MG,20x13mm Mahogany & Gold Scoop Moulding,20,9,Brown,4.15,8.29,Wood
1300NT,20x13mm Natural Scoop Moulding,20,9,Natural,4.04,8.08,Wood
1300OA,20x13mm Oak Scoop Moulding,20,9,Brown,4.16,8.31,Wood
1300OG,20x13mm Oak & Gold Scoop Moulding,20,9,Brown,4.15,8.29,Wood
1300TE,20x13mm Teak Scoop Moulding,20,9,Brown,4.04,8.08,Wood
1300TG,20x13mm Teak & Gold Scoop Moulding,20,9,Brown,4.15,8.29,Wood
1302WA,28x17mm Walnut Scoop Moulding,28,11,Brown,5.33,10.67,Wood
1302WG,28x17mm Walnut & Gold Scoop Moulding,28,11,Brown,5.33,10.67,Wood
1314BK,21x21mm Black Lorenz Cushion Moulding,21,11,Black,4.82,9.64,Wood
1314BR,21x21mm Bronze Lorenz Cushion Moulding,21,11,Bronze,4.82,9.64,Wood
1314GD,21x21mm Gold Lorenz Cushion Moulding,21,11,Gold,4.82,9.64,Wood
1314PT,21x21mm Pewter Lorenz Cushion Moulding,21,11,Pewter,4.82,9.64,Wood
1314SI,21x21mm Silver Lorenz Cushion Moulding,21,11,Silver,4.82,9.64,Wood
1314WH,21x21mm White Lorenz Cushion Moulding,21,11,White,4.82,9.64,Wood
1315WA,15x17mm Walnut Step Moulding,15,9,Brown,2.4,4.81,Wood
1315WG,15x17mm Walnut & Gold Step Moulding,15,9,Brown,2.68,5.36,Wood
1316BK,13x16mm Black Flat Moulding,13,11,Black,3.17,6.34,Wood
1316GY,13x16mm Dark Grey Flat Moulding,13,11,Grey,3.17,6.34,Wood
1316LB,13x16mm Light Brown Flat Moulding,13,11,Brown,3.17,6.34,Wood
1316PG,13x16mm Pale Grey Flat Moulding,13,11,Grey,3.17,6.34,Wood
1316WH,13x16mm White Flat Moulding,13,11,White,3.17,6.34,Wood
1322BF,13x22mm Brown Foil Flat Stockholm Moulding,13,18,Brown,3.64,7.29,Wood
1322BK,13x22mm Black Flat Stockholm Moulding,13,18,Black,2.83,5.66,Wood
1322BN,13x22mm Brown Flat Open Grain Stockholm Moulding,13,18,Brown,2.83,5.66,Wood
1322BU,13x22mm Blue Extra Matt Flat Stockholm Palette Moulding,13,18,Blue,3.64,7.28,Wood
1322CM,13x22mm Cream Extra Matt Flat Stockholm Palette Moulding,13,18,Cream,3.64,7.28,Wood
1322DG,13x22mm Dark Green Extra Matt Flat Stockholm Palette Moulding,13,18,Green,3.64,7.28,Wood
1322DR,13x22mm Dark Red Extra Matt Flat Stockholm Palette Moulding,13,18,Red,3.64,7.28,Wood
1322GN,13x22mm Khaki Green Extra Matt Flat Stockholm Palette Moulding,13,18,Brown,3.64,7.28,Wood
1322LG,13x22mm Light Green Extra Matt Flat Stockholm Palette Moulding,13,18,Green,3.64,7.28,Wood
1322MD,13x22mm Midnight Grey Extra Matt Flat Stockholm Palette Moulding,13,18,Grey,3.64,7.28,Wood
1322OA,13x22mm Oak Flat Stockholm Moulding,13,18,Brown,2.83,5.66,Wood
1322OF,13x22mm Oak Foil Flat Stockholm Moulding,13,18,Brown,3.64,7.29,Wood
1322OL,13x22mm Olive Green Extra Matt Flat Stockholm Palette Moulding,13,18,Green,3.64,7.28,Wood
1322OR,13x22mm Orange Extra Matt Flat Stockholm Palette Moulding,13,18,Orange,3.64,7.28,Wood
1322PK,13x22mm Pink Extra Matt Flat Stockholm Palette Moulding,13,18,Pink,3.64,7.28,Wood
1322PU,13x22mm Purple Extra Matt Flat Stockholm Palette Moulding,13,18,Purple,3.64,7.28,Wood
1322RD,13x22mm Red Extra Matt Flat Stockholm Palette Moulding,13,18,Red,3.64,7.28,Wood
1322SB,13x22mm Sky Blue Extra Matt Flat Stockholm Palette Moulding,13,18,Blue,3.64,7.28,Wood
1322WH,13x22mm White Flat Stockholm Moulding,13,18,White,2.83,5.66,Wood
1322YW,13x22mm Yellow Extra Matt Flat Stockholm Palette Moulding,13,18,Yellow,3.64,7.28,Wood
1324WA,24x14mm Walnut Step Moulding,24,9,Brown,2.88,5.75,Wood
1334WG,35x14mm Walnut & Gold Step Moulding,35,7,Brown,3.47,6.93,Wood
1340AS,13x40mm Raw Ash Box Moulding,13,35,,5.22,10.44,Wood
1340BK,13x40mm Black Flat Moulding,13,35,Black,4.68,9.37,Wood
1340IV,13x40mm Ivory Flat Moulding,13,35,Cream,4.68,9.37,Wood
1340MB,13x40mm Matt Black Flat Moulding,13,35,Black,5.61,11.21,Wood
1340MW,13x40mm Matt White Flat Moulding,13,35,White,5.61,11.21,Wood
1340OA,13x40mm Raw Oak Box Moulding,13,35,Natural,4.85,9.7,Wood
1340TU,13x40mm Raw Tulip Box Moulding,13,35,Natural,4.16,8.32,Wood
1340WE,13x40mm Wenge Flat Moulding,13,35,Brown,4.68,9.37,Wood
1340WH,13x40mm White Flat Moulding,13,35,White,4.68,9.37,Wood
1341BK,17x6mm Black Slip Moulding,17,,Black,2.89,5.78,Wood
1341WH,20x6mm White Slip Moulding,20,,White,2.89,5.78,Wood
1344WA,15x17mm Walnut Step Moulding,15,8,Brown,3.72,7.43,Wood
1344WG,15x17mm Walnut & Gold Step Moulding,15,8,Brown,3.91,7.81,Wood
1345WG,22x17mm Walnut & Gold Step Moulding,22,10,Brown,5.15,10.29,Wood
1358BK,19x45mm Black Flat Moulding,19,40,Black,9.52,19.05,Wood
1358WH,19x45mm White Flat Moulding,19,40,White,9.52,19.05,Wood
1368BS,57x19mm Black & Silver Reverse Moulding,57,10,Black,9.61,19.22,Wood
1372OA,37x15mm Raw Oak Cushion Moulding,37,10,Natural,8.52,17.03,Wood
1381WG,16x11mm Walnut & Gold Step Moulding,16,8,Brown,3.91,7.81,Wood
1382BG,21x11mm - Black & Gold Step Moulding,21,8,Black and Gold,5.07,10.14,Wood
1382BS,21x11mm - Black & Silver Step Moulding,21,8,Black and Gold,5.07,10.14,Wood
1382WG,21x11mm Walnut & Gold Step Moulding,21,8,Brown,5.07,10.14,Wood
1400BK,50x35mm Black L-shape Moulding,50,17,Black,10.41,20.81,Wood
1400WH,50x35mm White L-shape Moulding,50,17,White,10.41,20.81,Wood
1455BG,30x25mm Gold/Black Lip Aquila Scoop Moulding,30,10,Gold,5.09,10.19,Wood
1455BK,30x25mm Black Aquila Scoop Moulding,30,10,Black,5.09,10.19,Wood
1455CS,30x25mm Charcoal/Silver Lip Aquila Scoop Moulding,30,10,Black,5.09,10.19,Wood
1455WH,30x25mm White Aquila Scoop Moulding,30,10,White,5.09,10.19,Wood
1455WS,30x25mm Silver/White Lip Aquila Scoop Moulding,30,10,Silver,5.09,10.19,Wood
1456BG,54x35mm Gold/Black Lip Aquila Scoop Moulding,54,10,Gold,9.53,19.07,Wood
1456BK,54x35mm Black Aquila Scoop Moulding,54,10,Black,9.53,19.07,Wood
1456CS,54x35mm Charcoal/Silver Lip Aquila Scoop Moulding,54,10,Black,9.53,19.07,Wood
1456WH,54x35mm White Aquila Scoop Moulding,54,10,White,9.53,19.07,Wood
1456WS,54x35mm Silver/White Lip Aquila Scoop Moulding,54,10,Gold,9.53,19.07,Wood
1500BG,50x20mm Black/Gold Lip LUXE Monti Flat Moulding,50,19,Black,8.84,17.68,Wood
1500BS,50x20mm Black/Silver Lip LUXE Monti Flat Moulding,50,19,Black,8.84,17.68,Wood
1500CH,50x20mm Champagne LUXE Monti Flat Moulding,50,19,Gold,8.84,17.68,Wood
1500GD,50x20mm Gold LUXE Monti Flat Moulding,50,19,Gold,8.84,17.68,Wood
1500SI,50x20mm Silver LUXE Monti Flat Moulding,50,19,Silver,8.84,17.68,Wood
1515AS,15x15mm Ash Veneer Flat Moulding,15,11,Brown,5.53,11.06,Wood
1515BK,15x15mm Black Oak Flat Moulding,15,11,Black,5.53,11.06,Wood
1515OA,15x15mm Oak Veneer Flat Moulding,15,11,Brown,5.53,11.06,Wood
1515WH,15x15mm Limed White Oak Flat Moulding,15,11,White,5.53,11.06,Wood
1517BE,15x17mm Beech Veneer Maiella Flat Moulding,15,12,Brown,4.33,8.65,Wood
1517MA,15x17mm Maple Veneer Maiella Flat Moulding,15,12,Brown,4.98,9.95,Wood
1517OA,15x17mm Oak Veneer Maiella Flat Moulding,15,12,Brown,4.33,8.65,Wood
1517WA,15x17mm Walnut Veneer Maiella Flat Moulding,15,12,Brown,4.98,9.95,Wood
1517WE,15x17mm Wenge Veneer Maiella Flat Moulding,15,12,Brown,4.98,9.95,Wood
1525BK,15x25mm Black Havana Flat Moulding,15,21,Black,3.76,7.52,Wood
1525BU,15x25mm Blue Havana Flat Moulding,15,21,Blue,3.76,7.52,Wood
1525CM,15x25mm Cream Havana Flat Moulding,15,21,Cream,3.76,7.52,Wood
1525GY,15x25mm Grey Havana Flat Moulding,15,21,Grey,3.76,7.52,Wood
1525LB,15x25mm Brown Havana Flat Moulding,15,21,Brown,3.76,7.52,Wood
1525PG,15x25mm Pale Grey Havana Flat Moulding,15,21,Grey,3.76,7.52,Wood
1525RD,15x25mm Red Havana Flat Moulding,15,21,Red,3.76,7.52,Wood
1525SB,15x25mm Blue Havana Flat Moulding,15,21,Blue,3.76,7.52,Wood
1525WH,15x25mm White Havana Flat Moulding,15,21,White,3.76,7.52,Wood
1525YW,15x25mm Yellow Havana Flat Moulding,15,21,Yellow,3.76,7.52,Wood
1530BE,15x30mm Beech Veneer Maiella Flat Moulding,15,25,Brown,5.15,10.29,Wood
1530MA,15x30mm Maple Veneer Maiella Flat Moulding,15,25,Brown,6.09,12.18,Wood
1530OA,15x30mm Oak Veneer Maiella Flat Moulding,15,25,Brown,5.15,10.29,Wood
1530WA,15x30mm Walnut Veneer Maiella Flat Moulding,15,25,Brown,6.09,12.18,Wood
1530WE,15x30mm Wenge Veneer Maiella Flat Moulding,15,25,Brown,6.09,12.18,Wood
1532BK,40x20mm Black Flat Moulding,40,15,Black,6.55,13.1,Wood
1532WH,40x20mm White Flat Moulding,40,15,White,6.55,13.1,Wood
1535BK,15x35mm Black Flat Moulding,15,31,Black,7.74,15.48,Wood
1535WH,15x35mm White Flat Moulding,15,31,White,7.74,15.48,Wood
1551CM,42x40mm Cream Flat Moulding,42,32,Cream,13.28,26.57,Wood
1552CM,32x30mm Cream Flat Moulding,32,21,Cream,8.89,17.79,Wood
1554CM,55x60mm Rustic White Flat Moulding,55,19,White,19.66,39.31,Wood
1560BK,32x30mm Black Flat Moulding,32,21,Black,8.89,17.79,Wood
1570BR,43x23mm Bronze Cremona Scoop Moulding,43,9,Bronze,6.89,13.78,Wood
1570CH,43x23mm Champagne Cremona Scoop Moulding,43,9,Gold,6.89,13.78,Wood
1570GD,43x23mm Gold Cremona Scoop Moulding,43,9,Gold,6.89,13.78,Wood
1570SI,43x23mm Silver Cremona Scoop Moulding,43,9,Silver,6.89,13.78,Wood
1571BR,70x30mm Bronze Cremona Scoop Moulding,70,8,Bronze,13,26,Wood
1571CH,70x30mm Champagne Cremona Scoop Moulding,70,8,Gold,13,26,Wood
1571GD,70x30mm Gold Cremona Scoop Moulding,70,8,Gold,13,26,Wood
1571SI,70x30mm Silver Cremona Scoop Moulding,70,8,Silver,13,26,Wood
1611BN,35x23mm Rustic Brown Bearsden Bevel Moulding,35,10,Brown,8.04,16.09,Wood
1611CH,35x23mm Rustic Charcoal Bearsden Bevel Moulding,35,10,Black,8.01,16.02,Wood
1611CM,35x23mm Rustic Cream Bearsden Bevel Moulding,35,10,Cream,8.01,16.02,Wood
1611GY,35x23mm Rustic Grey Bearsden Bevel Moulding,35,10,Grey,8.01,16.02,Wood
1611WH,35x23mm Rustic White Bearsden Bevel Moulding,35,10,White,8.01,16.02,Wood
1612BN,55x28mm Rustic Brown Bearsden Bevel Moulding,55,11,Brown,11.07,22.13,Wood
1612CH,55x28mm Rustic Charcoal Bearsden Bevel Moulding,55,11,Black,11.07,22.13,Wood
1612CM,55x28mm Rustic Cream Bearsden Bevel Moulding,55,11,Cream,11.07,22.13,Wood
1612GY,55x28mm Rustic Grey Bearsden Bevel Moulding,55,11,Grey,11.07,22.13,Wood
1612WH,55x28mm Rustic White Bearsden Bevel Moulding,55,11,White,11.07,22.13,Wood
1613CM,35x34mm Rustic Cream Bevel Moulding,35,25,Cream,9.36,18.71,Wood
1647BK,21x34mm Black Guildford Flat Moulding,21,30,Black,5.38,0,Wood
1647WH,21x34mm White Guildford Flat Moulding,21,30,White,5.38,0,Wood
1652WA,22x16mm Walnut Step Moulding,22,8,Brown,5.4,10.79,Wood
1652WG,22x16mm Walnut & Gold Step Moulding,22,8,Brown,5.4,10.79,Wood
1653WA,31x20mm Walnut Step Moulding,31,9,Brown,6.18,12.37,Wood
1653WG,31x20mm Walnut & Gold Step Moulding,31,9,Brown,6.5,13,Wood
1654WG,40x25mm Walnut & Gold Step Moulding,40,13,Brown,9.35,18.69,Wood
1670BK,20x20mm Black Linear Cube Moulding FSC,20,12,Black,7.28,14.55,Wood
1670BR,20x20mm Bronze Linear Cube Moulding FSC,20,12,Bronze,7.28,14.55,Wood
1670CH,20x20mm Champagne Linear Cube Moulding FSC,20,12,Gold,7.28,14.55,Wood
1670PT,20x20mm Pewter Linear Cube Moulding FSC,20,12,Pewter,7.28,14.55,Wood
1670SI,20x20mm Silver Linear Cube Moulding FSC,20,12,Silver,7.28,14.55,Wood
1670WH,20x20mm White Linear Cube Moulding FSC,20,12,White,7.28,14.55,Wood
1671BK,30x30mm Black Linear Cube Moulding FSC,30,20,Black,9.75,19.51,Wood
1671BR,30x30mm Bronze Linear Cube Moulding FSC,30,20,Bronze,9.75,19.51,Wood
1671CH,30x30mm Champagne Linear Cube Moulding FSC,30,20,Gold,9.75,19.51,Wood
1671PT,30x30mm Pewter Linear Cube Moulding FSC,30,20,Pewter,9.75,19.51,Wood
1671SI,30x30mm Silver Linear Cube Moulding FSC,30,20,Silver,9.75,19.51,Wood
1671WH,30x30mm White Linear Cube Moulding FSC,30,20,White,9.75,19.51,Wood
1672BK,20x30mm Black Linear Flat Moulding FSC,20,22,Black,7.99,15.98,Wood
1672BR,20x30mm Bronze Linear Flat Moulding FSC,20,22,Bronze,7.99,15.98,Wood
1672CH,20x30mm Champagne Linear Flat Moulding FSC,20,22,Gold,7.99,15.98,Wood
1672PT,20x30mm Pewter Linear Flat Moulding FSC,20,22,Pewter,7.99,15.98,Wood
1672SI,20x30mm Silver Linear Flat Moulding FSC,20,22,Silver,7.99,15.98,Wood
1672WH,20x30mm White Linear Flat Moulding FSC,20,22,White,7.99,15.98,Wood
1673BK,57x55mm Black Linear L-shape Moulding FSC,57,42,Black,14.47,28.94,Wood
1673BR,57x55mm Bronze Linear L-shape Moulding FSC,57,42,Bronze,14.47,28.94,Wood
1673CH,57x55mm Champagne Linear L-shape Moulding FSC,57,42,Gold,14.47,28.94,Wood
1673PT,57x55mm Pewter Linear L-shape Moulding FSC,57,42,Pewter,14.47,28.94,Wood
1673SI,57x55mm Silver Linear L-shape Moulding FSC,57,42,Silver,14.47,28.94,Wood
1673WH,57x55mm White Linear L-shape Moulding FSC,57,42,White,14.47,28.94,Wood
1674BK,37x25mm Black Linear Bevel Moulding FSC,37,11,Black,9.87,19.74,Wood
1674BR,37x25mm Bronze Linear Bevel Moulding FSC,37,11,Bronze,9.87,19.74,Wood
1674CH,37x25mm Champagne Linear Bevel Moulding FSC,37,11,Gold,9.87,19.74,Wood
1674PT,37x25mm Pewter Linear Bevel Moulding FSC,37,11,Pewter,9.87,19.74,Wood
1674SI,37x25mm Silver Linear Bevel Moulding FSC,37,11,Silver,9.87,19.74,Wood
1674WH,37x25mm White Linear Bevel Moulding FSC,37,11,White,9.87,19.74,Wood
1692OB,70x35mm Raw Obeche Cushion Moulding,70,20,Natural,11.36,22.72,Wood
1695BK,30x20mm Black/Pewter Lip LUXE Athens Flat Moulding,30,12,Black,7.19,14.39,Wood
1695GY,30x20mm Grey/Pewter Lip LUXE Athens Flat Moulding,30,12,Grey,7.19,14.39,Wood
1695IV,30x20mm Ivory/Pewter Lip LUXE Athens Flat Moulding,30,12,Cream,7.19,14.39,Wood
1695WA,30x20mm Walnut/Pewter Lip LUXE Athens Flat Moulding,30,12,Brown,7.19,14.39,Wood
1695WH,30x20mm White/Pewter Lip LUXE Athens Flat Moulding,30,12,White,7.19,14.39,Wood
1696BK,50x20mm Black/Pewter Lip LUXE Athens Flat Moulding,50,13,Black,10.08,20.16,Wood
1696GY,50x20mm Grey/Pewter Lip LUXE Athens Flat Moulding,50,13,Grey,10.08,20.16,Wood
1696WA,50x20mm Walnut/Pewter Lip LUXE Athens Flat Moulding,50,13,Brown,10.08,20.16,Wood
1696WH,50x20mm White/Pewter Lip LUXE Athens Flat Moulding,50,13,White,10.08,20.16,Wood
1717BK,17x17mm Black Kaleidoscope Flat Moulding FSC,17,12,Black,5.09,10.19,Wood
1717BU,17x17mm Blue Kaleidoscope Flat Moulding FSC,17,12,Blue,5.09,10.19,Wood
1717CS,17x17mm Cerise Kaleidoscope Flat Moulding FSC,17,12,Pink,5.09,10.19,Wood
1717DG,17x17mm Dark Green Kaleidoscope Flat Moulding FSC,17,12,Green,5.09,10.19,Wood
1717DR,17x17mm Dark Red Kaleidoscope Flat Moulding FSC,17,12,Red,5.09,10.19,Wood
1717GN,17x17mm Green Kaleidoscope Flat Moulding FSC,17,12,Green,5.09,10.19,Wood
1717GY,17x17mm Grey Kaleidoscope Flat Moulding FSC,17,12,Grey,5.09,10.19,Wood
1717LC,17x17mm Lilac Kaleidoscope Flat Moulding FSC,17,12,Purple,5.09,10.19,Wood
1717LG,17x17mm Light Green Kaleidoscope Flat Moulding FSC,17,12,Green,5.09,10.19,Wood
1717MD,17x17mm Midnight Kaleidoscope Flat Moulding FSC,17,12,Blue,5.09,10.19,Wood
1717OR,17x17mm Orange Kaleidoscope Flat Moulding FSC,17,12,Orange,5.09,10.19,Wood
1717PK,17x17mm Pink Kaleidoscope Flat Moulding FSC,17,12,Pink,5.09,10.19,Wood
1717PU,17x17mm Purple Kaleidoscope Flat Moulding FSC,17,12,Purple,5.09,10.19,Wood
1717RD,17x17mm Red Kaleidoscope Flat Moulding FSC,17,12,Red,5.09,10.19,Wood
1717SB,17x17mm Sky Blue Kaleidoscope Flat Moulding FSC,17,12,Blue,5.09,10.19,Wood
1717WH,17x17mm White Kaleidoscope Flat Moulding FSC,17,12,White,5.09,10.19,Wood
1717YW,17x17mm Yellow Kaleidoscope Flat Moulding FSC,17,12,Yellow,5.09,10.19,Wood
1744GD,13x6mm Gold Slip Moulding,13,,Gold,6.32,12.64,Wood
1813BG,17x17mm Black & Gold Palma Step Moulding,17,10,Black,3.6,7.2,Wood
1813BK,17x17mm Black Palma Step Moulding,17,10,Black,3.6,7.2,Wood
1813BS,17x17mm Black & Silver Palma Step Moulding,17,10,Black,3.6,7.2,Wood
1813WG,17x17mm White & Gold Palma Step Moulding,17,10,White,3.6,7.2,Wood
1813WH,DISCONTINUED - 17x17mm White Palma Step Moulding,17,10,White,3.6,7.2,Wood
1813WS,17x17mm White & Silver Palma Step Moulding,17,10,White,3.6,7.2,Wood
1814BG,23x26mm Black & Gold Palma Step Moulding,23,12,Black,4.37,8.74,Wood
1814BK,23x26mm Black Palma Step Moulding,23,12,Black,4.37,8.74,Wood
1814BS,23x26mm Black & Silver Palma Step Moulding,23,12,Black,4.37,8.74,Wood
1814WG,23x26mm White & Gold Palma Step Moulding,23,12,White,4.37,8.74,Wood
1814WH,23x26mm White Palma Step Moulding,23,12,White,4.37,8.74,Wood
1814WS,23x26mm White & Silver Palma Step Moulding,23,12,White,4.37,8.74,Wood
1815BG,43x30mm Black & Gold Palma Step Moulding,43,12,Black,7.58,15.16,Wood
1815BK,43x30mm Black Palma Step Moulding,43,12,Black,7.58,15.16,Wood
1815BS,43x30mm Black & Silver Palma Step Moulding,43,12,Black,7.58,15.16,Wood
1815OA,18x15mm Raw Oak Flat Moulding,18,8,Natural,5.34,10.69,Wood
1815WH,43x30mm White Palma Step Moulding,43,12,White,7.58,15.16,Wood
1816BG,7x55mm Black & Gold Palma L-shape Moulding,7,,Black,12.12,24.23,Wood
1816BK,7x55mm Black Palma L-shape Moulding,7,,Black,12.12,24.23,Wood
1816BS,7x55mm Black & Silver Palma L-shape Moulding,7,,Black,12.12,24.23,Wood
1816WG,7x55mm White & Gold Palma L-shape Moulding,7,,White,12.12,24.23,Wood
1816WH,7x55mm White Palma L-shape Moulding,7,,White,12.12,24.23,Wood
1816WS,7x55mm White & Silver Palma L-shape Moulding,7,,White,12.12,24.23,Wood
1823BK,30x14mm Black Flat Moulding,30,9,Black,4.5,9.01,Wood
1823BN,30x14mm Brown Flat Moulding,30,9,Brown,4.5,9.01,Wood
1823CM,30x14mm Cream Flat Moulding,30,9,Cream,4.5,9.01,Wood
1823WH,30x14mm White Flat Moulding,30,9,White,4.5,9.01,Wood
1829BK,20x20mm Black Flat Moulding,20,14,Black,4.06,8.13,Wood
1829BN,20x20mm Brown Flat Moulding,20,14,Brown,4.06,8.13,Wood
1829CM,20x20mm Cream Flat Moulding,20,14,Cream,4.06,8.13,Wood
1829WA,20x20mm Walnut Flat Moulding,20,14,Brown,4.06,8.13,Wood
1829WH,20x20mm White Flat Moulding,20,14,White,4.2,8.4,Wood
1830BK,30x30mm Black Flat Moulding,30,23,Black,5.94,11.89,Wood
1830BN,30x30mm Brown Flat Moulding,30,23,Brown,5.94,11.89,Wood
1830CM,30x30mm Cream Flat Moulding,30,23,Cream,5.94,11.89,Wood
1830WH,30x30mm White Flat Moulding,30,23,White,5.94,11.89,Wood
