CODE,description,rabbet,width,cost,group
1SBAR,Raw - Stretcher Bar (65M/BOX),32,32,8.1,Extender
2SBAR,Raw - Stretcher Bar (53M/BOX),38,32,9.65,Extender
3SBAR,Raw - Stretcher Bar (47M/BOX),28,67,14.8,Extender
4SBAR,Raw - Stretcher Bar (47M/BOX),33,67,17.85,Extender
5SBAR,Raw - Stretcher Bar (53M/BOX),30,40,9.8,Extender
BB4212,Brace Bar Square Dressed (50M/Box),12,42,4.9,Extender
BB4219,Brace Bar Square Dressed,19,42,6.4,Extender
BB4710,Raw  - Brace Bar (120M/BOX),10,47,6,Extender
BB6812,Brace Bar Square Dressed (50M/Box),12,68,7.45,Extender
BB6819,Brace Bar Square Dressed,19,68,10.95,Extender
BLSBAR,Raw  - Stretcher Bar (44M/BOX),28,62,14.8,Extender
BMLSBAR,Stretcher Bar - Raw (58M/Box),19,63,11,Extender
BMSBAR,Raw - Stretcher Bar (53M/BOX),38,32,9.65,Extender
BSBAR,Raw  - Stretcher Bar (53M/BOX),32,32,8.15,Extender
BXLSBAR,Raw  - Stretcher Bar (38M/BOX),33,67,17.85,Extender
LSBAR,Raw  - Stretcher Bar (105M/BOX),18,40,6.5,Extender
SSBAR,Raw  - Stretcher Bar (106M/BOX),18,30,6.15,Extender
XLSBAR,Raw  - Stretcher Bar (50M/BOX),21,64,11,Extender
A059B,Black - Chapel (150M/BOX),15,13,8.05,Wood
A073BE,Brown/Gold - Belconnen (175M/BOX),15,25,10.55,Wood
A100301,DISC - Charcoal - Nocturne (109M/BOX),22,45,15.7,Wood
A100302,DISC - Lava - Nocturne (109M/BOX),22,45,15.7,Wood
A100303,DISC - Terra - Nocturne (109M/BOX),22,45,15.7,Wood
A100304,DISC - Sand - Nocturne (109M/BOX),22,45,15.7,Wood
A100401,DISC Charcoal - Nocturne (87M/BOX),20,28,9.2,Wood
A100402,DISC Lava - Nocturne (87M/BOX),20,28,7.15,Wood
A100403,DISC Terra - Nocturne (87M/BOX),20,28,7.15,Wood
A100404,DISC - Sand - Nocturne (87M/BOX),20,28,9.2,Wood
A100501,DISC White - Provincial (98/BOX),22,45,8.95,Wood
A100601,DISC White - Provincial (109/BOX),20,28,5.45,Wood
A100801,DISC Gold - Lucy (320M/BOX),18,12,6.55,Wood
A100802,DISC - Silver - Lucy (320M/BOX),18,12,8.45,Wood
A100803,DISC Black - Lucy (320M/BOX),18,12,6.55,Wood
A100901,Gold - Lotti (250M/BOX),20,17,11.95,Wood
A100902,Silver - Lotti (250M/BOX),20,17,11.95,Wood
A100903,Black/Gold - Lotti (250M/BOX),20,17,11.95,Wood
A101001,Gold - Lyric (200M/BOX),20,20,13.35,Wood
A101002,Silver - Lyric (200M/BOX),20,20,13.35,Wood
A101003,Black/Gold - Lyric (200M/BOX),20,20,13.35,Wood
A101101,Gold - London (230M/BOX),17,17,12.7,Wood
A101102,Silver - London (230M/BOX),17,17,12.7,Wood
A101103,Black - London (230M/BOX),17,17,12.7,Wood
A101104,White - London (230M/BOX),17,17,12.7,Wood
A101201,Grey - Grove (92M/BOX),22,40,15.4,Wood
A101202,Camel - Grove (92M/BOX),22,40,15.4,Wood
A101203,White - Grove (92M/BOX),22,40,15.4,Wood
A101204,Black - Grove (92M/BOX),22,40,15.4,Wood
A101205,Anthracite - Grove (104M/BOX),22,40,15.4,Wood
A101206,White Lime - Grove (104M/BOX),22,40,15.4,Wood
A101207,Taupe - Grove (104M/BOX),22,40,15.4,Wood
A101208,Chocolate - Grove (104M/BOX),22,40,15.4,Wood
A101301,Grey - Grove (156M/BOX),30,22,11.05,Wood
A101302,Camel - Grove (156M/BOX),30,22,11.05,Wood
A101303,White - Grove (156M/BOX),30,22,11.05,Wood
A101304,Black - Grove (156M/BOX),30,22,11.05,Wood
A101305,Anthracite - Grove (174M/BOX),30,22,11.05,Wood
A101306,White Lime - Grove (174M/BOX),30,22,11.05,Wood
A101307,Taupe - Grove (174M/BOX),30,22,11.05,Wood
A101308,Chocolate - Grove (174M/BOX),30,22,11.05,Wood
A101401,DISC - Grey - Grove (75M/BOX),60,21,20.95,Wood
A101402,DISC - Camel - Grove (75M/BOX),60,21,20.95,Wood
A101403,DISC - White - Grove (75M/BOX),60,21,20.95,Wood
A101404,DISC - Black - Grove (75M/BOX),60,21,20.95,Wood
A101405,DISC - Anthracite - Grove (81M/BOX),60,21,20.95,Wood
A101406,DISC - White Lime - Grove (81M/BOX),60,21,20.95,Wood
A101407,DISC - Taupe - Grove (81M/BOX),60,21,20.95,Wood
A101408,DISC - Chocolate - Grove (81M/BOX),60,21,20.95,Wood
A101501,Grey - Grove (206M/BOX),20,22,9.5,Wood
A101502,Camel - Grove (206M/BOX),20,22,9.5,Wood
A101503,White - Grove (206M/BOX),20,22,9.5,Wood
A101504,Black - Grove (206M/BOX),20,22,9.5,Wood
A101505,Anthracite - Grove (220M/BOX),20,22,9.5,Wood
A101506,White Lime - Grove (220M/BOX),20,22,9.5,Wood
A101507,Taupe - Grove (220M/BOX),20,22,9.5,Wood
A101508,Chocolate - Grove (220M/BOX),20,22,9.5,Wood
A101601,Grey  - Grove (87M/BOX),50,30,24.95,Wood
A101602,Camel - Grove (87M/BOX),50,30,24.95,Wood
A101603,White  - Grove (87M/BOX),50,30,24.95,Wood
A101604,Black  - Grove (87M/BOX),50,30,24.95,Wood
A101605,Anthracite - Grove (92M/BOX),50,30,24.95,Wood
A101606,White Lime - Grove (92M/BOX),50,30,24.95,Wood
A101607,Taupe - Grove (92M/BOX),50,30,24.95,Wood
A101608,Chocolate - Grove (92M/BOX),50,30,24.95,Wood
A101701,DISC - Grey - Grove (266M/BOX),40,13,12.6,Wood
A101702,DISC - Camel - Grove (266M/BOX),40,13,12.6,Wood
A101703,DISC - White - Grove (266M/BOX),40,13,12.6,Wood
A101704,DISC - Black - Grove (266M/BOX),40,13,12.6,Wood
A101705,DISC - Anthracite - Grove (266M/BOX),40,13,12.6,Wood
A101706,DISC - White Lime - Grove (266M/BOX),40,13,12.6,Wood
A101707,DISC - Taupe - Grove (266M/BOX),40,13,12.6,Wood
A101708,DISC - Chocolate - Grove (266M/BOX),40,13,12.6,Wood
A101801,DISC - Grey - Grove (522M/BOX),16,13,8.95,Wood
A101802,Camel - Grove (522M/BOX),16,13,8.95,Wood
A101803,White - Grove (522M/BOX),16,13,8.95,Wood
A101804,Black - Grove (522M/BOX),16,13,8.95,Wood
A101805,Anthracite - Grove (522M/BOX),16,13,8.95,Wood
A101806,White Lime - Grove (522M/BOX),16,13,8.95,Wood
A101807,Taupe - Grove (522M/BOX),16,13,8.95,Wood
A101808,Chocolate - Grove (522M/BOX),16,13,8.95,Wood
A101901,Black - Jazz (35M/BOX),54,45,25.95,Wood
A101902,White - Jazz (35M/BOX),54,45,25.95,Wood
A102101,ANTHRACITE - PRIME (65MTRS/BOX),45,28,19.6,Wood
A102102,TOBACCO - PRIME (65MTRS/BOX),45,28,19.6,Wood
A102103,NATURAL - PRIME (65MTRS/BOX),45,28,19.6,Wood
A102104,WHITE WASH - PRIME (65MTRS/BOX),45,28,19.6,Wood
A102105,BLACK - PRIME (65MTRS/BOX),45,28,19.6,Wood
A102106,WHITE - PRIME (65MTRS/BOX),45,28,19.6,Wood
A102107,TEAK - PRIME (65MTRS/BOX),45,28,19.6,Wood
A102201,ANTHRACITE - PRIME (95MTRS/BOX),38,20,13.35,Wood
A102202,TOBACCO - PRIME (95MTRS/BOX),38,20,13.35,Wood
A102203,NATURAL - PRIME (95MTRS/BOX,38,20,13.35,Wood
A102204,WHITE WASH - PRIME (95MTRS/BOX),38,20,13.35,Wood
A102205,BLACK - PRIME (95MTRS/BOX),38,20,13.35,Wood
A102206,WHITE - PRIME (95MTRS/BOX),38,20,13.35,Wood
A102207,TEAK - PRIME (95MTRS/BOX),38,20,13.35,Wood
A102301,ANTRHACITE - PRIME (145MTRS/BOX),29,16,10.95,Wood
A102302,TOBACCO - PRIME (145MTRS/BOX),29,16,10.95,Wood
A102303,NATURAL - PRIME (145MTRS/BOX),29,16,10.95,Wood
A102304,WHITE WASH - PRIME (145MTRS/BOX),29,16,10.95,Wood
A102305,BLACK - PRIME (145MTRS/BOX),29,16,10.95,Wood
A102306,WHITE - PRIME (145MTRS/BOX),29,16,10.95,Wood
A102307,TEAK - PRIME (145MTRS/BOX),29,16,10.95,Wood
A102401,ANTHRACITE - PRIME (180MTRS/BOX),20,20,8.95,Wood
A102402,TOBACCO - PRIME (180MTRS/BOX),20,20,8.95,Wood
A102403,NATURAL - PRIME (180MTRS/BOX),20,20,8.95,Wood
A102404,WHITE WASH - PRIME (180MTRS/BOX),20,20,8.95,Wood
A102405,BLACK - PRIME (180MTRS/BOX),20,20,8.95,Wood
A102406,WHITE - PRIME (180MTRS/BOX),20,20,8.95,Wood
A102407,TEAK - PRIME (180MTRS/BOX),20,20,8.95,Wood
A102501,ANTHRACITE - PRIME (120MTRS/BOX),20,30,11.65,Wood
A102502,TOBACCO - PRIME (120MTRS/BOX),20,30,11.65,Wood
A102503,NATURAL - PRIME (120MTRS/BOX),20,30,11.65,Wood
A102504,WHITE WASH - PRIME (120MTRS/BOX),20,30,11.65,Wood
A102505,BLACK - PRIME (120MTRS/BOX),20,30,11.65,Wood
A102506,WHITE - PRIME (120MTRS/BOX),20,30,11.65,Wood
A102507,TEAK - PRIME (120MTRS/BOX),20,30,11.65,Wood
A102601,ANTHRACITE - PRIME FLOAT (60MTRS/BOX),50,37,22.95,Wood
A102602,TOBACCO - PRIME FLOAT (60MTRS/BOX,50,37,22.95,Wood
A102603,NATURAL - PRIME FLOAT (60MTRS/BOX),50,37,22.95,Wood
A102604,WHITE WASH - PRIME FLOAT (60MTRS/BOX),50,37,22.95,Wood
A102605,BLACK - PRIME FLOAT (60MTRS/BOX),50,37,22.95,Wood
A102606,WHITE - PRIME FLOAT (60MTRS/BOX),50,37,22.95,Wood
A102607,TEAK - PRIME FLOAT (60MTRS/BOX),50,37,22.95,Wood
A102701,Anthracite - Prime (120M/Box),15,15,7.5,Wood
A102702,Tobacco - Prime (120M/Box),15,15,7.5,Wood
A102703,Natural - Prime (120M/Box),15,15,7.5,Wood
A102704,White Wash - Prime (120M/Box),15,15,7.5,Wood
A102705,Black - Prime (120M/Box),15,15,7.5,Wood
A102706,White - Prime (120M/Box),15,15,7.5,Wood
A102707,Teak - Prime (120M/Box),15,15,7.5,Wood
A102805,Black - Prime (46M/Box),35,40,19.95,Wood
A102806,White - Prime (46M/Box),35,40,19.95,Wood
A103001,Black - Noir (36M/BOX),45,74,33.95,Wood
A103002,White - Noir (32 MTRS/BOX),45,74,33.95,Wood
A103003,DISC - Gold - Noir  (32 MTRS/BOX),45,74,29.4,Wood
A103004,DISC - Silver - Noir  (32 MTRS/BOX),45,74,29.4,Wood
A103101,Black - Noir (144M/BOX),24,40,11.15,Wood
A103102,White - Noir (144 MTRS/BOX),24,40,11.15,Wood
A103103,DISC - Gold - Noir  (98 MTRS/BOX),24,40,9.2,Wood
A103104,DISC - Silver - Noir  (98 MTRS/BOX),24,40,9.2,Wood
A103105,Black/Gold  - Noir  (98 MTRS/BOX),24,40,11.95,Wood
A103106,Black/Silver  - Noir  (98 MTRS/BOX),24,40,11.95,Wood
A103107,White/Gold  - Noir  (98 MTRS/BOX),24,40,11.95,Wood
A103108,White/Silver  - Noir  (98 MTRS/BOX),24,40,11.95,Wood
A103201,Black - Noir (288M/BOX),17,17,7.45,Wood
A103202,White - Noir (288 MTRS/BOX),17,17,7.45,Wood
A103203,DISC - Gold - Noir  (148 MTRS/BOX),17,17,6.25,Wood
A103204,DISC - Silver - Noir  (148 MTRS/BOX),17,17,6.25,Wood
A103205,Black/Gold  - Noir  (148 MTRS/BOX),17,17,7.95,Wood
A103206,Black/Silver  - Noir  (148 MTRS/BOX),17,17,7.95,Wood
A103207,White/Gold  - Noir  (148 MTRS/BOX),17,17,7.95,Wood
A103208,White/Silver  - Noir  (148 MTRS/BOX),17,17,7.95,Wood
A103301,Black & Timber - Prisma (72M/BOX),35,40,17.65,Wood
A103302,White & Timber - Prisma (72M/BOX),35,40,17.65,Wood
A103401,Black & Timber - Prisma (144M/BOX),29,24,10.7,Wood
A103402,White & Timber - Prisma (144M/BOX),29,24,10.7,Wood
A103501,Black & Timber - Prisma (184M/BOX),35,20,11.75,Wood
A103502,DISC - White & Timber - Prisma (184M/BOX),35,20,11.75,Wood
A103601,Black & Timber - Prisma (126M/BOX),30,30,12.1,Wood
A103602,White & Timber - Prisma (126M/BOX),30,30,12.1,Wood
A103701,BLACK - BOTANICA (88 MTRS/BOX),50,25,15.05,Wood
A103702,WHITE - BOTANICA (88 MTRS/BOX),50,25,15.05,Wood
A103703,TEAK - BOTANICA (88 MTRS/BOX),50,25,15.05,Wood
A103704,CHOCOLATE - BOTANICA (88 MTRS/BOX),50,25,15.05,Wood
A103705,Taupe - Botanica (88 MTRS/BOX),50,25,15.05,Wood
A103706,DISC - Terra - Botanica (88 MTRS/BOX),50,25,12.7,Wood
A103707,DISC - Grey - Botanica (88 MTRS/BOX),50,25,12.7,Wood
A103801,DISC - DISC - BLACK - BOTANICA (110 MTRS/BOX),40,20,11.75,Wood
A103802,WHITE - BOTANICA (110 MTRS/BOX),40,20,11.75,Wood
A103803,DISC - TEAK - BOTANICA (110 MTRS/BOX),40,20,11.75,Wood
A103804,DISC - CHOCOLATE - BOTANICA (110 MTRS/BOX),40,20,11.75,Wood
A103805,Taupe - Botanica (110 MTRS/BOX),40,20,11.75,Wood
A103806,DISC - Terra - Botanica (110 MTRS/BOX),40,20,9.9,Wood
A103807,DISC - Grey - Botanica (110 MTRS/BOX),40,20,9.9,Wood
A103901,BLACK - BOTANICA (110 MTRS/BOX),20,20,8.45,Wood
A103902,DISC - WHITE - BOTANICA (110 MTRS/BOX),20,20,7.95,Wood
A103903,TEAK - BOTANICA (110 MTRS/BOX),20,20,8.45,Wood
A103904,CHOCOLATE - BOTANICA (110 MTRS/BOX),20,20,8.45,Wood
A103905,Taupe - Botanica (110 MTRS/BOX),20,20,8.45,Wood
A103906,DISC - Terra - Botanica (110 MTRS/BOX),20,20,7.05,Wood
A103907,DISC - Grey - Botanica (110 MTRS/BOX),20,20,7.05,Wood
A104001,DISC - Black - Botanica (54 MTRS/BOX),54,42,21.7,Wood
A104002,White - Botanica (54 MTRS/BOX),54,42,21.7,Wood
A104003,DISC - Teak - Botanica (54 MTRS/BOX),54,42,21.7,Wood
A104004,DISC - Chocolate - Botanica (54 MTRS/BOX),54,42,21.7,Wood
A104005,Taupe - Botanica (54 MTRS/BOX),54,42,21.7,Wood
A104006,DISC - Terra - Botanica (54 MTRS/BOX),54,42,18.3,Wood
A104007,DISC - Grey - Botanica (54 MTRS/BOX),54,42,18.3,Wood
A104401,Black - Botanica  (130 MTRS/BOX),20,30,10.25,Wood
A104402,DISC - White - Botanica  (130 MTRS/BOX),20,30,9.65,Wood
A104403,Teak - Botanica  (130 MTRS/BOX),20,30,10.25,Wood
A104404,Chocolate - Botanica  (130 MTRS/BOX),20,30,10.25,Wood
A104405,Taupe - Botanica  (130 MTRS/BOX),20,30,10.25,Wood
A104406,DISC - Terra - Botanica  (130 MTRS/BOX),20,30,8.15,Wood
A104407,DISC - Grey - Botanica  (130 MTRS/BOX),20,30,8.15,Wood
A104501,DISC - DISC - Black - Botanica  (60 MTRS/BOX),35,40,14.45,Wood
A104502,White - Botanica  (60 MTRS/BOX),35,40,14.45,Wood
A104503,DISC - DISC - Teak - Botanica  (60 MTRS/BOX),35,40,14.45,Wood
A104504,Chocolate - Botanica  (60 MTRS/BOX),35,40,14.45,Wood
A104505,Taupe - Botanica  (60 MTRS/BOX),35,40,14.45,Wood
A104506,DISC - Terra - Botanica  (60 MTRS/BOX),35,40,12.2,Wood
A104507,DISC - Grey - Botanica  (60 MTRS/BOX),35,40,12.2,Wood
A16001,Black - Nero (130M/BOX),18,18,7.95,Wood
A166003,BLACK L-SHAPE HS - ROMEO (66 MTRS/BOX),45,34,20.5,Wood
A166004,WHITE L-SHAPE HS - ROMEO (66 MTRS/BOX),45,34,20.5,Wood
A166005,Black/Gold - Romeo (66M/Box),45,34,21.5,Wood
A166006,Black/Silver - Romeo (66M/Box),45,34,21.5,Wood
A166007,Float Gold - Romeo (70M/Box),45,34,21.95,Wood
A166008,Float Silver - Romeo (70M/Box),45,34,21.95,Wood
A166103,Black - Romeo (66M/Box),34,45,20.5,Wood
A166104,White - Romeo (66M/Box),34,45,20.5,Wood
A166105,Black/Gold - Romeo (66M/Box),34,45,21.5,Wood
A166106,Black/Silver - Romeo (66M/Box),34,45,21.5,Wood
A17101,Teak - Murdoch (75M/BOX),20,42,13.95,Wood
A17102,Walnut - Murdoch (75M/BOX),20,42,13.95,Wood
A17801,Honey/Gold - Prague (100M/BOX),20,32,12.95,Wood
A17802,Teak/Gold - Prague (100M/BOX),20,32,12.95,Wood
A17803,Walnut/Gold - Prague (100M/BOX),20,32,12.95,Wood
A17804,Light Mahogany/Gold - Prague (100M/BOX),20,32,12.95,Wood
A17906,Black/Gold - Corona (60M/BOX),25,44,23.3,Wood
A18006,Black/Gold - Edinburgh (25M/BOX),43,68,36.5,Wood
A19105,DISC Light Walnut/Gold - Barcelona (55M/BOX),21,68,18.25,Wood
A200701,DISC Black - Otto (19M/BOX),50,100,36.7,Wood
A200702,DISC Tobacco - Otto (21M/BOX),50,100,36.7,Wood
A200703,DISC White - Otto (22M/BOX),50,100,36.7,Wood
A200801,DISC Black - Otto (44M/BOX),35,55,16.75,Wood
A200802,DISC Tobacco - Otto (44M/BOX),35,55,16.75,Wood
A200803,DISC White - Otto (44M/BOX),35,55,16.75,Wood
A200901,DISC Black - Otto (44M/BOX),50,36,14.65,Wood
A200902,DISC Tobacco - Otto (44M/BOX),50,36,14.65,Wood
A200903,DISC White - Otto (44M/BOX),50,36,14.65,Wood
A201001,DISC Black - Otto (121M/BOX),25,32,8.35,Wood
A201002,DISC Tobacco - Otto (119M/BOX),25,32,8.35,Wood
A201003,DISC White - Otto (115M/BOX),25,32,8.35,Wood
A201401,DISC Black - Materia (43M/BOX),30,60,15.7,Wood
A201402,DISC Tobacco - Materia (33M/BOX),30,60,15.7,Wood
A201403,DISC White - Materia (47M/BOX),30,60,15.7,Wood
A201404,DISC Gold - Materia (44M/BOX),30,60,15.7,Wood
A201405,DISC Silver - Materia (44M/BOX),30,60,15.7,Wood
A201501,DISC Black - Materia (105M/BOX),20,30,7.3,Wood
A201502,DISC Tobacco - Materia (104M/BOX),20,30,7.3,Wood
A201503,DISC White - Materia (111M/BOX),20,30,7.3,Wood
A201504,DISC Gold - Materia (129M/BOX),20,30,7.3,Wood
A201505,DISC Silver - Materia (106M/BOX),20,30,7.3,Wood
A201601,DISC - Black - Leatherette (160M/BOX),30,20,9.75,Wood
A201602,DISC White - Leatherette (160M/BOX),30,20,8.95,Wood
A201701,DISC Black - Leatherette (130M/BOX),20,30,7.55,Wood
A201702,DISC White - Leatherette (130M/BOX),20,30,8.95,Wood
A201801,DISC Black - Leatherette (132M/BOX),15,20,5,Wood
A201802,DISC White - Leatherette (132M/BOX),15,20,5,Wood
A201901,Gold - Monique (149M/BOX),20,25,10.55,Wood
A201902,Silver - Monique (149M/BOX),20,25,10.55,Wood
A201903,Antique Black - Monique (149M/BOX),20,25,10.55,Wood
A202001,DISC - Bronze - Rebecca (108M/BOX),24,20,9.15,Wood
A202002,DISC - DISC - Pewter - Rebecca (108M/BOX),24,20,9.15,Wood
A202003,DISC - Antique White - Rebecca (108M/BOX),24,20,9.15,Wood
A202101,DISC - Black - Jonas (92M/BOX),43,18,10.05,Wood
A202102,White - Jonas (92M/BOX),43,18,10.05,Wood
A202201,DISC Black - Jonas (82M/BOX),70,22,10.8,Wood
A202202,White - Jonas (82M/BOX),70,22,11.75,Wood
A202301,Brown - Homestead (65M/BOX),20,60,17.95,Wood
A202302,Dark Grey - Homestead (65M/BOX),20,60,17.95,Wood
A202303,Light Grey - Homestead (65M/BOX),20,60,17.95,Wood
A202304,White - Homestead (65M/BOX),20,60,17.95,Wood
A202401,Brown - Homestead (98M/BOX),18,40,12.7,Wood
A202402,Dark Grey - Homestead (98M/BOX),18,40,12.7,Wood
A202403,Light Grey - Homestead (98M/BOX),18,40,12.7,Wood
A202404,White - Homestead (98M/BOX),18,40,12.7,Wood
A203101,FLOAT CHARCOAL - VINTAGE (40M/BOX),50,37,18.75,Wood
A203102,FLOAT COCOA - VINTAGE (40M/BOX),50,37,16.65,Wood
A203103,FLOAT COCONUT - VINTAGE (40M/BOX),50,37,18.75,Wood
A203201,CHARCOAL - VINTAGE (48M/BOX),20,63,14.3,Wood
A203202,COCOA - VINTAGE (48M/BOX),20,63,12.65,Wood
A203203,COCONUT - VINTAGE (48M/BOX),20,63,14.3,Wood
A203301,CHARCOAL - VINTAGE (69M/BOX),20,38,10.5,Wood
A203302,COCOA - VINTAGE (69M/BOX),20,38,9.3,Wood
A203303,COCONUT - VINTAGE (69M/BOX),20,38,10.5,Wood
A204001,GOLD - MONIQUE (72M/BOX),25,45,14.8,Wood
A204002,SILVER - MONIQUE (72M/BOX),25,45,14.8,Wood
A204003,ANTIQUE BLACK - MONIQUE (72M/BOX),25,45,14.8,Wood
A205101,Black - Vera  (115 MTRS/BOX),21,35,8.95,Wood
A205102,White - Vera  (115 MTRS/BOX),21,35,8.95,Wood
A205201,Black - Vera  (82 MTRS/BOX),24,47,11.2,Wood
A205202,White - Vera  (82 MTRS/BOX),24,47,11.2,Wood
A205301,Black - Vera  (22 MTRS/BOX),50,98,35.95,Wood
A205302,White - Vera  (22 MTRS/BOX),50,98,35.95,Wood
A206101,Black - Lota   (60 MTRS/BOX),54,42,22.75,Wood
A206102,White - Lota   (60 MTRS/BOX),54,42,22.75,Wood
A207101,White - Duet  (164 MTRS/BOX),29,23,9.7,Wood
A207102,Gold - Duet  (164 MTRS/BOX),29,23,9.7,Wood
A207103,Pewter - Duet  (164 MTRS/BOX),29,23,9.7,Wood
A207104,Teak - Duet  (164 MTRS/BOX),29,23,9.7,Wood
A207105,Chocolate - Duet  (164 MTRS/BOX),29,23,9.15,Wood
A207106,Black - Duet (164M/Box),29,23,9.7,Wood
A207201,White - Duet  (86 MTRS/BOX),29,35,12.7,Wood
A207202,Gold - Duet  (86 MTRS/BOX),29,35,12.7,Wood
A207203,Pewter - Duet  (86 MTRS/BOX),29,35,12.7,Wood
A207204,Teak - Duet  (86 MTRS/BOX),29,35,11.95,Wood
A207205,Chocolate - Duet  (86 MTRS/BOX),29,35,11.95,Wood
A207206,Black - Duet (86M/Box),29,35,12.7,Wood
A208101,Black - Flora (44M/Box),54,56,22.95,Wood
A208102,White - Flora (44M/Box),54,56,22.95,Wood
A208103,Gold - Flora (44M/Box),54,56,22.95,Wood
A208104,Silver - Flora (44M/Box),54,56,22.95,Wood
A208105,Bronze - Flora (44M/Box),54,56,22.95,Wood
A208106,Olive - Flora (44M/Box),54,56,22.95,Wood
A208201,Black - Kyoto (176M/Box),20,17,7.95,Wood
A208202,White - Kyoto (176M/Box),20,17,7.95,Wood
A208203,Gold - Kyoto (176M/Box),20,17,8.45,Wood
A208204,Silver - Kyoto (176M/Box),20,17,8.45,Wood
A208301,Black - Kyoto (116M/Box),18,29,9.5,Wood
A208302,White - Kyoto (116M/Box),18,29,9.5,Wood
A208303,Gold - Kyoto (116M/Box),18,29,10.5,Wood
A208304,Silver - Kyoto (116M/Box),18,29,10.5,Wood
A208501,Black/Gold - Lumina (76M/Box),35,35,13.75,Wood
A208502,Black/Silver - Lumina (76M/Box),35,35,13.75,Wood
A208601,Black/Gold - Lumina (120M/Box),20,30,8.45,Wood
A208602,Black/Silver - Lumina (120M/Box),20,30,8.45,Wood
A208701,Black/Gold - Lumina (116M/Box),20,20,6.9,Wood
A208702,Black/Silver - Lumina (116M/Box),20,20,6.9,Wood
A209001,Black - Leon (88M/Box),35,31,13.75,Wood
A209002,Gun Metal - Leon (88M/Box),35,31,13.75,Wood
A209003,Bronze - Leon (88M/Box),35,31,13.75,Wood
A209004,Brown Burl - Leon (88M/Box),35,31,13.75,Wood
A209301,Black - Sophia (116M/Box),20,30,7.95,Wood
A209302,Bronze - Sophia (116M/Box),20,30,7.95,Wood
A209303,Gold - Sophia (116M/Box),20,30,7.95,Wood
A209304,Silver - Sophia (116M/Box),20,30,7.95,Wood
A209601,Black - Anthea (70M/Box),44,33,16.95,Wood
A209602,White - Anthea (70M/Box),44,33,16.95,Wood
A209603,Gold - Anthea (70M/Box),44,33,16.95,Wood
A209604,Silver - Anthea (70M/Box),44,33,16.95,Wood
A209801,Black - Argus (23M/Box),42,84,33.9,Wood
A209802,Gold - Argus (23M/Box),42,84,33.9,Wood
A209803,Silver - Argus (23M/Box),42,84,33.9,Wood
A211201,Black - Ashford (40M/Box),51,42,26.5,Wood
A211202,Grey - Ashford (40M/Box),51,42,26.5,Wood
A211203,Ash - Ashford (40M/Box),51,42,26.5,Wood
A211204,Walnut - Ashford (40M/Box),51,42,26.5,Wood
A211401,Black - Old Barn (160M/Box),20,20,9.5,Wood
A211402,White - Old Barn (160M/Box),20,20,9.5,Wood
A211403,Taupe - Old Barn (160M/Box),20,20,9.5,Wood
A211404,Ash - Old Barn (160M/Box),20,20,9.5,Wood
A211405,Terra - Old Barn (160M/Box),20,20,9.5,Wood
A211501,Black - Old Barn (76M/Box),30,30,14.95,Wood
A211502,White - Old Barn (76M/Box),30,30,14.95,Wood
A211503,Taupe - Old Barn (76M/Box),30,30,14.95,Wood
A211504,Ash - Old Barn (76M/Box),30,30,14.95,Wood
A211505,Terra - Old Barn (76M/Box),30,30,14.95,Wood
A212101,Bamboo - Gold (69M/Box),32,24,10.95,Wood
A212102,Bamboo - Silver (69M/Box),32,24,10.95,Wood
A212201,Bamboo - Float Gold (34M/Box),55,45,24.5,Wood
A212202,Bamboo - Float Silver (34M/Box),55,45,24.5,Wood
A21203,DISC Walnut/Gold - Hepburn (90M/BOX),20,41,11.1,Wood
A21301,Light Walnut/Gold - Calais (115M/BOX),18,33,10.95,Wood
A21302,Mahogany/Gold - Calais (115M/BOX),18,33,10.95,Wood
A21303,Black/Gold - Calais (115M/BOX),18,33,10.95,Wood
A21304,Black/Silver - Calais (115M/BOX),18,33,10.95,Wood
A21401,Light Walnut/Gold - Calais (75M/BOX),20,50,16.95,Wood
A21402,Mahogany/Gold - Calais (75M/BOX),20,50,16.95,Wood
A21403,Black/Gold - Calais (75M/BOX),20,50,16.95,Wood
A21404,Black/Silver - Calais (75M/BOX),20,50,16.95,Wood
A21601,DISC Off White/Teak - Shabby Chic (140M/BOX),19,25,7.3,Wood
A21602,DISC - Off White/Walnut - Shabby Chic (140M/BOX),19,25,9.15,Wood
A21701,DISC Off White/Teak - Shabby Chic (88M/BOX),19,42,9.95,Wood
A21702,DISC - Off White/Walnut - Shabby Chic (88M/BOX),19,42,13.6,Wood
A21802,DISC Off White/Walnut - Shabby Chic (25M/BOX),27,65,20.95,Wood
A22202,DISC Walnut - Providence (40M/BOX),19,67,16.95,Wood
A22301,DISC - Off White - Shabby Chic (80M/BOX),19,41,12.75,Wood
A22401,DISC Off White - Shabby Chic (45M/BOX),19,67,13.8,Wood
A22904,DISC Black - Woodland (90M/BOX),19,43,10.2,Wood
A23004,DISC - Black - Woodland (75M/BOX),19,51,11.4,Wood
A23201,DISC Light Walnut/Black - Tamworth (200M/BOX),15,30,9.4,Wood
A23301,DISC Light Walnut/Black - Tamworth (100M/BOX),15,43,11.75,Wood
A23501,DISC - Teak - Burnley (100M/BOX),20,32,9.95,Wood
A23502,DISC - Light Walnut - Burnley (100M/BOX),20,32,10.85,Wood
A23503,DISC - Mocha - Burnley (100M/BOX),20,32,10.85,Wood
