ITEM,DESC,WIDTH,UM,UPC,LISTPRICE,CHOPPRICE,JOINPRICE,CLASS,BOXQTY,BOXPRICE,ISFILLET,ISCUTMAT,ISMATBOARD
21601,"Filmoplast P-90 3/4"" x 165'",0,EA,720472201858,26.94,0,0,Supplies,0,0,N,N,N
21602,"Filmoplast P-90 3/4""x165' plus",0,EA,NULL,28.26,0,0,Supplies,0,0,N,N,N
21603,Filmoplast - SH Linen Tape,0,EA,720472201865,29.95,0,0,Supplies,0,0,N,N,N
21607,"Acid Free Linen Tape 1"" x 150'",0,EA,720472201889,54.87,0,0,Supplies,0,0,N,N,N
21608,"Framer's Tape II 3/4""",0,EA,NULL,22,0,0,Supplies,0,0,N,N,N
21609,"Framer's Tape II  1""",0,EA,720472204125,28.05,0,0,Supplies,0,0,N,N,N
21610,"Stitchery Tape 3/4""",0,EA,720472211703,59.87,0,0,Supplies,0,0,N,N,N
21612,"Lineco Rabbet Foam Tape 1/4""",0,EA,NULL,23.14,0,0,Supplies,0,0,N,N,N
216180,"W1 HUDSON GOLD WHISTLER 13/16""",0.8125,FT,720472172639,4.86,8.32,9.32,Frame Moulding,162,3.2,N,N,N
21619,Archival See-Thru Mount Strips,0,EA,720472204132,25.14,0,0,Supplies,0,0,N,N,N
216190,W1 HUDSON SILVER WHISTLR 13/16,0.8125,FT,720472172646,4.72,8.03,9.03,Frame Moulding,162,2.86,N,N,N
21649,Frame Sealing Tape 1 1/4,0,EA,NULL,19.63,0,0,Supplies,0,0,N,N,N
21657,Self-Adhesive Linen Cloth Tape,0,EA,720472207492,22.51,0,0,Supplies,0,0,N,N,N
21658,"Lineco Backing Paper 36""X300",0,EA,720472218740,129.43,0,0,Supplies,0,0,N,N,N
21662,"Fillet Tape #2572 1/4"" X 36 YD",0,EA,NULL,16.35,0,0,Supplies,0,0,N,N,N
21665,*Abaca S/A Paper Hinging Tape,0,EA,NULL,26.91,0,0,Supplies,0,0,N,N,N
21670,"LJ Backing Paper 36""x500'",0,EA,NULL,67.17,0,0,Supplies,0,0,N,N,N
21700,"**30""x40"" .008"" Print Sleeves",0,EA,720472218047,13.39,0,0,Supplies,0,0,N,N,N
21712,"L-J Cons. Corners, 1 1/4"" Full",0,EA,720472213042,22.61,0,0,Supplies,0,0,N,N,N
21714,"L-J Cons. Corners, 1 1/4"" Maxi",0,EA,720472213059,19.09,0,0,Supplies,0,0,N,N,N
21716,L-J Cons. Corners 2 15/16 Full,0,EA,720472213066,20.9,0,0,Supplies,0,0,N,N,N
21718,L-J Cons. Corners 2 15/16 Maxi,0,EA,720472213073,17.99,0,0,Supplies,0,0,N,N,N
217680,"W0 ARTIFACT ANT GREY GK 7/8""",0.875,FT,720472139229,10.12,14.78,15.78,Frame Moulding,240,8.21,N,N,N
217682,"W0 ARTIFACT ANT BLACK GK 7/8""",0.875,FT,720472139236,10.12,14.78,15.78,Frame Moulding,240,8.21,N,N,N
220940,"W1 GALLERY 1 BLACK CAP 11/16""",0.6875,FT,720472159722,4.62,7.38,8.38,Frame Moulding,171,2.33,N,N,N
220941,"W1 GALLERY 1 WHITE CAP 11/16""",0.6875,FT,720472159739,4.62,7.38,8.38,Frame Moulding,171,2.74,N,N,N
221276,"W1 MILO MAPLE SM CAP 5/8""",0.625,FT,720472199452,4.39,5.74,6.74,Frame Moulding,705,3.21,N,N,N
221277,"W1 MILO WALNUT SM CAP 5/8""",0.625,FT,720472199490,4.39,5.74,6.74,Frame Moulding,705,3.21,N,N,N
221278,W1 MILO CERUSED OAK SM CAP 5/8,0.625,FT,720472199537,4.16,5.44,6.44,Frame Moulding,392,3.05,N,N,N
221516,"W1 ANSLEY CHERRY CAP 5/8""",0.625,FT,720472178877,4.75,7.51,8.51,Frame Moulding,315,2.66,N,N,N
221517,"W1 ANSLEY COFFEE CAP 5/8""",0.625,FT,720472178884,4.68,7.39,8.39,Frame Moulding,315,2.61,N,N,N
221518,"W1 ANSLEY GREY CAP 5/8""",0.625,FT,720472178891,3.93,6.79,7.79,Frame Moulding,315,2.19,N,N,N
221519,"W1 ANSLEY MAHOGANY CAP 5/8""",0.625,FT,720472178907,4.75,7.51,8.51,Frame Moulding,315,2.66,N,N,N
221520,"W1 ANSLEY NATURAL CAP 5/8""",0.625,FT,720472178914,4.72,7.43,8.43,Frame Moulding,315,2.62,N,N,N
221521,"W1 ANSLEY WALNUT CAP 5/8""",0.625,FT,720472178921,4.68,7.39,8.39,Frame Moulding,315,2.61,N,N,N
221526,"W1 ANSLEY BLACK CAP 5/8""",0.625,FT,720472179218,4.8,7.56,8.56,Frame Moulding,315,2.67,N,N,N
22201,Fletcher FrameMaster,0,EA,720472202008,148.34,0,0,Equipment,0,0,N,N,N
22203,*Fleximaster Point Driver,0,EA,720472207560,154.51,0,0,Equipment,0,0,N,N,N
22205,"Fletcher Framer's Points/3,000",0,EA,720472202015,21.84,0,0,Supplies,0,0,N,N,N
22209,Flexible Framer's Points,0,EA,720472207591,34.27,0,0,Supplies,0,0,N,N,N
22213,No. 02 Glass Cutter,0,BX,720472202046,89.15,0,0,Supplies,0,0,N,N,N
22215,*No. CA2 Carbide Glass Cutter,0,EA,720472202053,21.45,0,0,Supplies,0,0,N,N,N
22216,Carbide Glass Wheel (PA3-01),0,EA,720472207621,35.53,0,0,Supplies,0,0,N,N,N
22231,Fletcher MultiMaster Points,0,EA,NULL,35.19,0,0,Supplies,0,0,N,N,N
22234,Fletcher FrameMaster Points,0,EA,NULL,81.2,0,0,Supplies,0,0,N,N,N
222940,"W1 GALLERY 1 BLACK CAP 3/4""",0.75,FT,720472159746,5.16,8.27,9.27,Frame Moulding,181,2.74,N,N,N
222941,"W1 GALLERY 1 WHITE CAP 3/4""",0.75,FT,720472159753,5.16,8.27,9.27,Frame Moulding,190,3.19,N,N,N
223146,"W1 KYOTO BLACK 3/4""",0.75,FT,720472139168,6.45,9.43,10.43,Frame Moulding,394,5.23,N,N,N
223147,"W1 KYOTO NATURAL 3/4""",0.75,FT,720472139175,6.45,9.43,10.43,Frame Moulding,392,5.23,N,N,N
223148,"W1 KYOTO GREY 3/4""",0.75,FT,720472139182,6.45,9.43,10.43,Frame Moulding,162,5.23,N,N,N
22412,"F-18 11/16"" Brads 5000/Box",0,EA,NULL,17.62,0,0,Supplies,0,0,N,N,N
224963,"W1 PETITE GOLD 3/4""",0.75,FT,720472160490,8.17,12.25,13.25,Frame Moulding,460,5.22,N,N,N
224965,"W1 PETITE BLACK 3/4""",0.75,FT,720472160506,6.64,10.56,11.56,Frame Moulding,470,4.69,N,N,N
224967,"W1 PETITE SILVER 3/4""",0.75,FT,720472160513,6.44,11.43,12.43,Frame Moulding,470,5.05,N,N,N
225482,"W0 JASPER BLACK CAP 5/8""",0.625,FT,720472199155,2.96,4.39,5.39,Frame Moulding,216,1.96,N,N,N
225484,"W0 JASPER WHITE CAP 5/8""",0.625,FT,720472199162,3.31,5.02,6.02,Frame Moulding,216,2,N,N,N
226180,"W1 HUDSON GOLD SCOOP 13/16""",0.8125,FT,720472172653,4.58,7.82,8.82,Frame Moulding,216,2.75,N,N,N
226190,"W1 HUDSON SILVER SCOOP 13/16""",0.8125,FT,720472172660,4.46,7.62,8.62,Frame Moulding,216,2.7,N,N,N
226210,W1 HUDSON II BLK SCOOP 13/16,0.8125,FT,720472183758,4.31,7.35,8.35,Frame Moulding,203,2.63,N,N,N
227276,"W0 MILO MAPLE MED CAP 3/4""",0.75,FT,720472199469,5.21,6.8,7.8,Frame Moulding,390,3.81,N,N,N
227277,"W0 MILO WALNUT MED CAP 3/4""",0.75,FT,720472199506,5.21,6.8,7.8,Frame Moulding,392,3.81,N,N,N
227278,W0 MILO CERUSED OAK MD CAP 3/4,0.75,FT,720472199544,4.91,6.42,7.42,Frame Moulding,392,3.59,N,N,N
227516,"W0 ANSLEY CHERRY SM CAP 3/4""",0.75,FT,720472144346,5.11,7.8,8.8,Frame Moulding,214,3.24,N,N,N
227517,"W0 ANSLEY COFFEE SM CAP 3/4""",0.75,FT,720472144353,5.21,7.96,8.96,Frame Moulding,221,3.3,N,N,N
227519,"W0 ANSLEY MAHOGANY SM CAP 3/4""",0.75,FT,720472144377,4.99,7.6,8.6,Frame Moulding,216,3.16,N,N,N
227526,"W0 ANSLEY BLACK SM CAP 3/4""",0.75,FT,720472180030,4.89,7.5,8.5,Frame Moulding,216,2.25,N,N,N
22907,Dexter #3 Blades for 22905 (5),0,BX,720472202169,37.98,0,0,Supplies,0,0,N,N,N
22914,*Rapid 23 HDuty Canvas Stapler,0,EA,720472218085,41.46,0,0,Equipment,0,0,N,N,N
22919,Burnishing Bone,0,EA,720472202206,20.01,0,0,Equipment,0,0,N,N,N
229602,"W1 WALNUT BURL/REV 7/8""",0.8125,FT,720472126380,7.75,11.13,12.13,Frame Moulding,500,4.85,N,N,N
230130,"W1 PETITE SILVER SLANT 3/4""",0.75,FT,720472172400,7.28,11.91,12.91,Frame Moulding,336,5.35,N,N,N
230132,"W1 PETITE BLACK SLANT 3/4""",0.75,FT,720472172424,7.28,11.11,12.11,Frame Moulding,230,5.49,N,N,N
230285,W1 TRIBECA SM.TRAD. W/BEAD 7/8,0.8125,FT,720472139731,3.25,5.65,6.65,Frame Moulding,114,2.44,N,N,N
230286,W1 WHITE SM.TRAD. W/BEAD 7/8,0.8125,FT,720472142632,3.55,6.17,7.17,Frame Moulding,114,2.35,N,N,N
231482,"W1 JASPER BLACK SHADOWBOX 1""",1,FT,720472199254,9.02,10.29,11.29,Frame Moulding,162,6.37,N,N,N
231484,"W1 JASPER WHITE SHADOWBOX 1""",1,FT,720472199261,9.2,10.5,11.5,Frame Moulding,162,6.82,N,N,N
23212,Gold Putty 2 oz.,0,EA,720472202367,20.17,0,0,Supplies,0,0,N,N,N
23213,Dark Gold Putty 2 oz.,0,EA,720472202374,19.99,0,0,Supplies,0,0,N,N,N
23214,Silver Putty 2 oz.,0,EA,720472202381,19.55,0,0,Supplies,0,0,N,N,N
23215,Black Putty 2 oz.,0,EA,720472202398,21.04,0,0,Supplies,0,0,N,N,N
23216,White Putty 2 oz.,0,EA,720472202404,21.02,0,0,Supplies,0,0,N,N,N
23220,Dark Walnut Putty 2 oz.,0,EA,NULL,21.08,0,0,Supplies,0,0,N,N,N
23225,Walnut Putty  2 oz.,0,EA,NULL,21.04,0,0,Supplies,0,0,N,N,N
232403,"W0 WHITMAN SILVER CAP 3/4""",0.75,FT,720472181525,10.96,13.51,14.51,Frame Moulding,162,7.65,N,N,N
233680,"W0 ARTIFACT ANT GREY CD 7/8""",0.875,FT,720472142342,10.12,14.78,15.78,Frame Moulding,240,8.21,N,N,N
234927,"W1 PETITE GOLD 13/16""",0.8125,FT,720472160575,6.84,12.31,13.31,Frame Moulding,218,5.38,N,N,N
234929,"W1 PETITE BLACK 13/16""",0.8125,FT,720472160599,6.66,12,13,Frame Moulding,230,5.24,N,N,N
235556,"W1 FERROSA BRONZE 3/4""",0.8125,FT,720472146562,6.83,10.34,11.34,Frame Moulding,345,4.07,N,N,N
236350,"W1 BROOKLYN BLK W/GRVS 13/16""",0.8125,FT,720472163163,2.69,5.23,6.23,Frame Moulding,285,1.68,N,N,N
236351,"BROOKLYN WHT W/GRVS 13/16""",0.8125,FT,720472197564,2.69,5.23,6.23,Frame Moulding,285,1.68,N,N,N
23700,Basic Gray Touch Up Marker,0,EA,NULL,8.51,0,0,Supplies,0,0,N,N,N
23701,Black Touch-Up Marker,0,EA,NULL,8.51,0,0,Supplies,0,0,N,N,N
23702,Light Oak Touch-Up Marker,0,EA,NULL,8.51,0,0,Supplies,0,0,N,N,N
23703,Medium Oak Touch-Up Marker,0,EA,NULL,8.51,0,0,Supplies,0,0,N,N,N
23704,Dark Oak Touch-Up Marker,0,EA,NULL,8.51,0,0,Supplies,0,0,N,N,N
23709,Walnut/Mahogany Touch-Up Markr,0,EA,NULL,8.51,0,0,Supplies,0,0,N,N,N
23710,Dark Walnut Touch-Up Markr,0,EA,NULL,8.51,0,0,Supplies,0,0,N,N,N
237904,"W1 METALIA BLACK 3/4""",0.75,FT,720472129886,3.71,5.43,6.43,Frame Moulding,472,3.01,N,N,N
237905,"W1 METALIA SILVER 3/4""",0.75,FT,720472129893,3.71,5.43,6.43,Frame Moulding,472,3.01,N,N,N
237906,"W1 METALIA GOLD 3/4""",0.75,FT,720472129909,3.71,5.43,6.43,Frame Moulding,440,3.01,N,N,N
237907,"W1 METALIA CHAMPAGNE 3/4""",0.75,FT,720472129916,3.71,5.43,6.43,Frame Moulding,472,3.01,N,N,N
237908,"W1 METALIA BRASS 3/4""",0.75,FT,720472129923,3.71,5.43,6.43,Frame Moulding,472,3.01,N,N,N
237909,"W1 METALIA II GUNMETAL 3/4""",0.75,FT,720472196864,3.55,5.68,6.68,Frame Moulding,456,2.88,N,N,N
23802,Picture Wire Caddy,0,EA,720472202619,20.72,0,0,Supplies,0,0,N,N,N
23812,No. 2 Picture Wire/1350' Spool,0,EA,720472202626,51.06,0,0,Supplies,0,0,N,N,N
238120,"W1 DRESDEN BLACK 15/16""",0.9375,FT,720472163408,10.33,14.18,15.18,Frame Moulding,285,6.81,N,N,N
23813,No. 3 Picture Wire/1000' Spool,0,EA,720472202633,47.03,0,0,Supplies,0,0,N,N,N
23814,No. 4 Picture Wire/750' Spool,0,EA,720472200899,44.42,0,0,Supplies,0,0,N,N,N
23816,No. 6 Picture Wire/575' Spool,0,EA,720472202640,43.45,0,0,Supplies,0,0,N,N,N
23833,No. 3 Plastic Coated Wire,0,EA,720472202718,60.98,0,0,Supplies,0,0,N,N,N
23834,No. 4 Plastic Coated Wire,0,EA,720472202725,60.85,0,0,Supplies,0,0,N,N,N
23836,Super Max Plastic Coated Wire,0,EA,720472202732,56.64,0,0,Supplies,0,0,N,N,N
23853,No. 3 Super Softstrand,0,EA,720472216227,39.83,0,0,Supplies,0,0,N,N,N
23854,No. 4 Super Softstrand,0,EA,720472216234,39.83,0,0,Supplies,0,0,N,N,N
23856,No. 5 Super Softstrand,0,EA,720472216241,37.35,0,0,Supplies,0,0,N,N,N
23858,No. #6 Super Softstrand,0,EA,NULL,39.82,0,0,Supplies,0,0,N,N,N
23860,No. 8 Super Softstrand,0,EA,NULL,39.24,0,0,Supplies,0,0,N,N,N
239680,"W0 ARTIFACT ANT GREY CR 7/8""",0.875,FT,720472142359,10.24,14.95,15.95,Frame Moulding,220,8.3,N,N,N
24000,211 1/2 Screw Eye/Short Shank,0,EA,NULL,11.87,0,0,Supplies,0,0,N,N,N
24011,Super Steel I Hangers (200),0,EA,720472204392,26.24,0,0,Supplies,0,0,N,N,N
24013,Super Steel II Hangers (200),0,EA,720472204408,58.2,0,0,Supplies,0,0,N,N,N
24014,WallBuddies Metal Bulk,0,EA,NULL,45.91,0,0,Supplies,0,0,N,N,N
24015,WallBuddies Wood Small Bulk,0,EA,NULL,44.13,0,0,Supplies,0,0,N,N,N
24016,WallBuddies Wood Large Bulk,0,EA,NULL,46.08,0,0,Supplies,0,0,N,N,N
24021,Single-Screw Strap Hangers/100,0,EA,720472202831,14.05,0,0,Supplies,0,0,N,N,N
24023,Double-Screw Strap Hangers/100,0.625,EA,720472202848,22.02,0,0,Supplies,0,0,N,N,N
24025,2 Hole Mirror Hangers 100/bag,0.875,EA,720472208086,31.41,0,0,Supplies,0,0,N,N,N
24026,Three-Hole Wide Strap Hangers,0,EA,NULL,28.37,0,0,Supplies,0,0,N,N,N
24027,Single-Screw Hvy Duty Hangers,0,EA,NULL,25.31,0,0,Supplies,0,0,N,N,N
24036,Kwik Foamboard Hangers 100/bag,0,EA,720472204439,9.44,0,0,Supplies,0,0,N,N,N
24041,Metal Security Polybag,0,EA,720472204446,2.09,0,0,Supplies,0,0,N,N,N
24045,Wood Security Polybag,0,EA,720472204453,2.25,0,0,Supplies,0,0,N,N,N
240452,"W1 MUSEO GOLD 1 1/16""",1.0625,FT,720472196574,3.25,5.2,6.2,Frame Moulding,360,2.63,N,N,N
240453,"W1 MUSEO SILVER 1 1/16""",1.0625,FT,720472196581,3.25,5.2,6.2,Frame Moulding,360,2.63,N,N,N
240454,"W1 MUSEO BLACK 1 1/16""",1.0625,FT,720472196598,3.04,4.86,5.86,Frame Moulding,360,2.46,N,N,N
24047,Bulk Wood Security Hangers,0,EA,720472208178,107.25,0,0,Supplies,0,0,N,N,N
24050,"4 x 1/2"" Flat Head screw 100pk",0,EA,720472218214,2.47,0,0,Supplies,0,0,N,N,N
24051,Wrench for Security Hangers,0,EA,720472204460,2.14,0,0,Supplies,0,0,N,N,N
24052,"4 x 3/4"" Flat Head screw 100",0,EA,NULL,3.56,0,0,Supplies,0,0,N,N,N
24054,"6 x 1/2""Flat Head screw 100pk",0,EA,NULL,3.74,0,0,Supplies,0,0,N,N,N
24056,"6 x 3/8"" Pan Head screw 100pk",0,EA,720472218245,3.52,0,0,Supplies,0,0,N,N,N
24058,"6 x 1/2"" Pan Head screw 100pk",0,EA,720472218252,5.37,0,0,Supplies,0,0,N,N,N
24060,"8 x 1/2"" Pan Head screw 100pk",0,EA,NULL,6.26,0,0,Supplies,0,0,N,N,N
241240,"W1 KOMODO RED SM CAP 3/4""",0.75,FT,720472182577,5.26,7.37,8.37,Frame Moulding,360,3.67,N,N,N
241250,"W1 KOMODO BLACK SM CAP 3/4""",0.75,FT,720472182584,5.31,7.46,8.46,Frame Moulding,360,3.7,N,N,N
242250,W1 ANDOVER PETITE BLACK 5/8,0.625,FT,720472183123,5.57,7.27,8.27,Frame Moulding,934,3.22,N,N,N
242260,W1 ANDOVER PETITE WHITE 5/8,0.625,FT,720472183130,5.57,7.27,8.27,Frame Moulding,916,3.15,N,N,N
242270,W1 ANDOVER PETITE SILVER 5/8,0.625,FT,720472183147,5.57,7.27,8.27,Frame Moulding,642,3.02,N,N,N
242290,W1 ANDOVER PETITE SUEDE 5/8,0.625,FT,720472183161,5.57,7.27,8.27,Frame Moulding,941,3.02,N,N,N
24306,LJ Hangers 30# 100 bags/box,0,EA,720472202947,55.68,0,0,Supplies,0,0,N,N,N
243500,"W1 ALTO BLK CAP 13/16""",0.8125,FT,720472184250,4.35,7.04,8.04,Frame Moulding,350,2.42,N,N,N
243510,"W1 ALTO WHT CAP 13/16""",0.8125,FT,720472184304,4.35,7.04,8.04,Frame Moulding,354,2.42,N,N,N
244500,"W1 ALTO BLK 13/16""",0.875,FT,720472184281,3.34,5.88,6.88,Frame Moulding,432,1.98,N,N,N
244510,"W1 ALTO WHT 13/16""",0.875,FT,720472184335,3.34,5.88,6.88,Frame Moulding,470,1.98,N,N,N
24502,10 lb. Courtesy Hangers 100/pk,0,EA,NULL,12.86,0,0,Supplies,0,0,N,N,N
24504,20 lb. Courtesy Hangers 100/pk,0,EA,720472203173,17.64,0,0,Supplies,0,0,N,N,N
24506,30 lb. Courtesy Hangers 100/pk,0,EA,720472203180,19,0,0,Supplies,0,0,N,N,N
245150,"W1 SPENCER GOLD CAP    3/4""",0.75,FT,720472184076,4.57,6.25,7.25,Frame Moulding,360,3.11,N,N,N
245151,"W1 SPENCER SIL/BRN CAP 3/4""",0.75,FT,720472184083,4.55,6.23,7.23,Frame Moulding,282,3.11,N,N,N
245152,"W1 SPENCER SIL/BLK CAP 3/4""",0.75,FT,720472184090,4.6,6.29,7.29,Frame Moulding,360,3.13,N,N,N
245153,"W1 SPENCER II SIL CAP 3/4""",0.75,FT,720472198875,4.68,6.37,7.37,Frame Moulding,310,3.17,N,N,N
245154,"W1 SPENCER II GOLD CAP 3/4""",0.75,FT,720472198943,4.68,6.37,7.37,Frame Moulding,282,3.17,N,N,N
24519,**FLETCHR Easel Mate (12 Pack),0,EA,720472211918,32.21,0,0,Supplies,0,0,N,N,N
246350,"W1 BROOKLYN BLK DOME 7/8""",0.875,FT,720472163170,2.77,5.39,6.39,Frame Moulding,285,1.73,N,N,N
247192,"W1 DOMUS CHMPGNE SLANT 1 1/8""",1.0625,FT,720472177689,9.43,13.09,14.09,Frame Moulding,262,6.23,N,N,N
247194,"W1 DOMUS SILVER SLANT 1 1/8""",1.0625,FT,720472177696,8.04,12.25,13.25,Frame Moulding,216,5.34,N,N,N
24801,S-1 Large Turnbuttons w/screws,0,EA,720472200905,14.62,0,0,Supplies,0,0,N,N,N
24803,S-12 Small Turnbuttons w/screw,0,EA,720472203197,15.41,0,0,Supplies,0,0,N,N,N
24808,"Single Canvas Offset 1""",0,EA,NULL,17.15,0,0,Supplies,0,0,N,N,N
24809,"Single Canvas Offset 3/4""",0,EA,NULL,12.19,0,0,Supplies,0,0,N,N,N
24811,"1/8"" Offsets + Screws 100/pkg.",0,EA,720472203203,9.83,0,0,Supplies,0,0,N,N,N
24813,"1/4"" Offsets + Screws 100/pkg.",0,EA,720472203210,9.83,0,0,Supplies,0,0,N,N,N
24815,"3/8"" Offsets + Screws 100/pkg.",0,EA,720472203227,11.91,0,0,Supplies,0,0,N,N,N
248150,"W1 SPENCER GOLD TALL CAP 3/4""",0.75,FT,720472184106,4.98,6.8,7.8,Frame Moulding,240,3.44,N,N,N
248151,"W1 SPENCER SIL/BRN LG/CAP 3/4""",0.75,FT,720472184113,5,6.54,7.54,Frame Moulding,264,3.01,N,N,N
248153,"W1 SPENCER II SIL LG/CAP 3/4""",0.75,FT,720472198882,6.29,8.56,9.56,Frame Moulding,300,4.27,N,N,N
248154,W1 SPENCER II GLD TALL CAP 3/4,0.75,FT,720472198950,6.29,8.56,9.56,Frame Moulding,240,4.27,N,N,N
24817,"1/2"" Offsets + Screws 100/pkg.",0,EA,720472203234,11.91,0,0,Supplies,0,0,N,N,N
24830,"1 1/2"" 4-Hole Corner Angle 4pk",0,EA,720472218313,3.15,0,0,Supplies,0,0,N,N,N
24832,"2"" 4-Hole Corner Angle 4pk",0,EA,720472218320,3.05,0,0,Supplies,0,0,N,N,N
249500,"W1 FINN DEEP 3/4"" LIP CAP BLK",0.75,FT,720472193511,5.85,8.17,9.17,Frame Moulding,235,4.13,N,N,N
249510,"W1 FINN DEEP 3/4"" LIP CAP NAT",0.75,FT,720472193528,5.75,8.01,9.01,Frame Moulding,235,4.03,N,N,N
249520,"W1 FINN DEEP 3/4"" LIP CAP ESPR",0.75,FT,720472193535,5.75,8.01,9.01,Frame Moulding,255,3.98,N,N,N
250200,"W1 AURA SM BEVEL NIMBUS  1""",1,FT,720472191623,5.74,9.93,10.93,Frame Moulding,162,4.01,N,N,N
25201,3M Brown Bumpons 1000/box,0,EA,NULL,95.73,0,0,Supplies,0,0,N,N,N
25203,3M Clear Bumpons 1000/box,0,EA,70070578953,94.34,0,0,Supplies,0,0,N,N,N
25205,3M Half-Round Clear Bumpons,0,EA,NULL,93.95,0,0,Supplies,0,0,N,N,N
25211,"3/8"" Felt Pad Bumpers (1000)",0,EA,720472203296,37.44,0,0,Supplies,0,0,N,N,N
25213,"5/8"" Felt Pad Bumpers (1000)",0,EA,720472203302,48.22,0,0,Supplies,0,0,N,N,N
25219,LJ Large Clear Bumpers 1000/bx,0,EA,NULL,44.34,0,0,Supplies,0,0,N,N,N
252234,"W1 MODERNE GOLD ROUND 13/16""",0.8125,FT,720472196819,4.05,5.86,6.86,Frame Moulding,360,2.7,N,N,N
252236,"W1 MODERNE SILV ROUND 13/16""",0.8125,FT,720472196826,4.05,5.86,6.86,Frame Moulding,360,2.7,N,N,N
253206,"W0 SHOJI DK WAL SM CAP 3/4""",0.75,FT,720472199599,2.68,3.5,4.5,Frame Moulding,360,1.96,N,N,N
253208,"W0 SHOJI EB WAL SM CAP 3/4""",0.75,FT,720472199605,2.68,3.5,4.5,Frame Moulding,431,1.96,N,N,N
25404,"5x7 Easel Back with 5/8"" drop",0,EA,NULL,3.21,0,0,Supplies,0,0,N,N,N
25406,"8x10 Easel Back with 5/8"" drop",0,EA,NULL,3.68,0,0,Supplies,0,0,N,N,N
25408,"11x14 Easel Back w/ 5/8"" drop",0,EA,NULL,6.17,0,0,Supplies,0,0,N,N,N
254904,"W1 METALIA BLACK TALL CAP 3/4""",0.75,FT,720472129930,6.01,8.79,9.79,Frame Moulding,236,4.88,N,N,N
254905,"W1 METALIA SILVER TL CAP 3/4""",0.75,FT,720472129947,6.01,8.79,9.79,Frame Moulding,236,4.88,N,N,N
254906,"W1 METALIA GOLD TALL CAP 3/4""",0.75,FT,720472129954,6.01,8.79,9.79,Frame Moulding,209,4.88,N,N,N
254907,"W1 METALIA CHAMPAGNE CAP 3/4""",0.75,FT,720472129961,6.01,8.79,9.79,Frame Moulding,236,4.88,N,N,N
254908,"W1 METALIA BRASS TALL CAP 3/4""",0.75,FT,720472129978,6.01,8.79,9.79,Frame Moulding,236,4.88,N,N,N
254909,W1 METALIA II GMETAL LG CP 3/4,0.75,FT,720472196895,5.76,9.21,10.21,Frame Moulding,236,4.67,N,N,N
255482,"W1 JASPER BLK SHADOWBOX XL 1""",1,FT,720472199278,9.33,11.67,12.67,Frame Moulding,108,7.43,N,N,N
255484,"W1 JASPER WHT SHADOWBOX XL 1""",1,FT,720472199285,9.68,12.15,13.15,Frame Moulding,108,7.72,N,N,N
256350,"W1 BROOKLYN BLK EASTR I 13/16""",0.8125,FT,720472163187,4.97,8.3,9.3,Frame Moulding,152,3.11,N,N,N
258602,W2 CARNIVALE FLA PINACOL 1 1/4,1.25,FT,720472197397,4.96,9.91,10.91,Frame Moulding,264,3.57,N,N,N
258603,W2 CARNIVALE FLAT GD SUN 1 1/4,1.25,FT,720472197403,4.97,9.93,10.93,Frame Moulding,209,3.48,N,N,N
258604,W2 CARNIVALE FLAT HB PNK 1 1/4,1.25,FT,720472197410,4.83,9.67,10.67,Frame Moulding,339,3.38,N,N,N
258605,W2 CARNIVALE FLAT CH RED 1 1/4,1.25,FT,720472197427,4.98,9.96,10.96,Frame Moulding,300,3.5,N,N,N
258608,W2 CARNIVALE FLAT RF BLU 1 1/4,1.25,FT,720472197441,4.93,9.89,10.89,Frame Moulding,220,3.53,N,N,N
258609,W2 CARNIVALE FLAT SEA BL 1 1/4,1.25,FT,720472197458,4.97,9.94,10.94,Frame Moulding,247,3.57,N,N,N
258610,W2 CARNIVALE FLAT COF BN 1 1/4,1.25,FT,720472197465,4.99,10.01,11.01,Frame Moulding,310,3.57,N,N,N
259405,"Lars 1 9/16"" Panel Antque Slvr",1.5625,FT,720472198455,5.3,7.74,8.74,Frame Moulding,198,3.48,N,N,N
259406,"Lars 1 9/16"" Panel Antque Gold",1.5625,FT,720472198462,5.34,7.8,8.8,Frame Moulding,198,3.51,N,N,N
26021,Arlo Spacer 1/8 Black 100',0,EA,720472204149,48.12,0,0,Supplies,0,0,N,N,N
26023," Arlo Spacer 1/8"" Smoke 100'",0,EA,720472218368,48.12,0,0,Supplies,0,0,N,N,N
26025,Arlo Spacer 1/8 Clear 100',0,EA,720472204156,48.12,0,0,Supplies,0,0,N,N,N
26031,"Arlo Spacer 1/4"" Black 50'",0,EA,720472204200,34.46,0,0,Supplies,0,0,N,N,N
26033," Arlo Spacer 1/4"" Smoke 50'",0,EA,720472204163,34.46,0,0,Supplies,0,0,N,N,N
26035,"Arlo Spacer 1/4"" Clear 50'",0,EA,720472204170,34.46,0,0,Supplies,0,0,N,N,N
26070,"EconoSpace 1/16"" Clear 100'",0,EA,NULL,46.2,0,0,Supplies,0,0,N,N,N
261240,"W1 KOMODO RED TALL CAP 1""",1.0625,FT,720472182591,6.47,9.8,10.8,Frame Moulding,171,4.49,N,N,N
26202,Small Strainer stock,1.1875,FT,720472141291,1.7,3.13,4.13,Frame Moulding,570,1.07,N,N,N
26204,Medium Strainer Stock,1.625,FT,720472141307,2.75,4.58,5.58,Frame Moulding,374,1.47,N,N,N
26206,Large Strainer Stock,2.25,FT,720472141314,4.34,6.34,7.34,Frame Moulding,133,2.38,N,N,N
